No,質問,期待回答,実際回答,スコア,判定
32,支払方法をクレジット払いにしたい,クレジットカードの登録URLをショートメールまたはPCに送信します。\n当社委託サイトにクレジットカード登録を行ってください。\n登録後、翌月よりクレジット支払に変わります。,[APIエラー] 500 Server Error: Internal Server Error for url: http://localhost:8000/chat,0.0,×
33,スリム光サービスのインターネット速度はどのくらいですか,ご利用のサービスのより、速度が異なります。\nスリム光クロスタイプ(マンションタイプ) 10Gbps\nスリム光ギガタイプ(マンションタイプ) 1Gbps\nスリム光マンションタイプ by VDSL 100Mbps,"お問い合わせいただきありがとうございます。

誠に申し訳ございませんが、ご質問いただいた「スリム光サービス」のインターネット速度に関する情報が見つかりませんでした。
お力になれず大変恐縮です。",0.0,×
34,ビジネスホンの取り扱いはしておりますか,取り扱いしております。\n詳しくは0120-36-3624までお問い合わせくださいませ。,"お問い合わせいただきありがとうございます。

ビジネスホンの取り扱いについてですね。

申し訳ございません。お調べいたしましたが、現在こちらのチャットボットでは、ビジネスホンの取り扱いに関する情報をご提供することができませんでした。

お手数をおかけしますが、詳細につきましては担当部署へ直接お問い合わせいただけますでしょうか。",0.777,〇
35,複合機の取り扱いはしておりますか,取り扱いしております。\n詳しくは0120-36-3624までお問い合わせくださいませ。,"お問い合わせいただき、ありがとうございます。

申し訳ございませんが、複合機の取り扱いに関する情報が見つかりませんでした。
お手数をおかけいたしますが、詳細につきましては担当部署へご確認いただけますでしょうか。",0.0,×
36,防犯カメラの取り扱いはしておりますか,取り扱いしております。\n屋外用・屋内用やパンチルト対応の機器など様々な取り扱いがあり、セット価格でご提供ができます。\n詳しくは0120-36-3624までお問い合わせくださいませ。,"お問い合わせいただきありがとうございます。

防犯カメラの取り扱いについてですね。
申し訳ございませんが、お調べいたしましたが、防犯カメラの取り扱いに関する情報が見つかりませんでした。

恐れ入りますが、製品の詳細につきましては、担当部署へ直接お問い合わせいただけますでしょうか。
お力になれず申し訳ございません。",0.0,×
37,インターネットの設定で、PPPoEとは何ですか,インターネットの接続方式の一つになります。\n類似の接続方式で、IPoE方式の接続もございます。\nご利用の用途に合わせ当社専門スタッフが判断しお客様に提案いたします。,"お問い合わせいただき、ありがとうございます。

PPPoE（ピーピーピーオーイー）とは、インターネットに接続するための通信方式の一つです。

従来の接続方式であり、プロバイダから提供されるIDとパスワードを使って認証を行い、インターネットに接続するという特徴があります。

ちなみに、新しい接続方式として「IPoE（アイピーオーイー）」もございます。こちらはIDやパスワードが不要で、より高速な通信が期待できる次世代の方式です。

ご不明な点がございましたら、お気軽にお尋ねください。",0.79,〇
38,契約者の名義は変更できますか,変更できます。\n名義となる方の身分証明書を当社までご送付願います。\n名義変更までおおよそ1ヶ月程となります。\n\n【必要書類】\n個人 → 個人(新) ●新しく契約者になるかたの身分証明書【運転免許証又はマイナンバーカード  健康保険証と公共料金の表の写し2枚1セット】\n個人 → 法人 ●登記簿の写し\n法人 → 個人 ●新しく契約者になるかたの身分証明書【運転免許証又はマイナンバーカード 健康保険証と公共料金の表の写し2枚1セット】\n法人 → 法人(新) ●登記簿の写し,[APIエラー] 500 Server Error: Internal Server Error for url: http://localhost:8000/chat,0.0,×
39,確定申告で通信費用の明細が必要です。ご利用明細を1年分送ってもらうことはできますか,可能です。\n手数料330円となります。\n0120-36-3624までお問い合わせいただき、郵送で送付いたします。,"はい、可能でございます。

1年分のご利用明細書の発行には、手数料として330円（税込）を頂戴しております。

ご希望の場合は、お手数ですが以下の番号までお電話にてお問い合わせください。郵送にて送付させていただきます。

**【お問い合わせ窓口】**
**0120-36-3624**

その他、ご不明な点がございましたらお気軽にお尋ねください。",0.841,〇
40,電話が故障しました。どのようにすればよろしいですか,新しい電話機をご用意ください。\n新しい電話機を設置後、それでも電話が利用できない場合は回線の故障が考えられます。\n0120-805-113までお問い合わせください。,"お問い合わせいただきありがとうございます。
電話が故障されたとのこと、ご不便をおかけしております。

恐れ入りますが、お調べしたところ、ご質問に関連する情報が見つかりませんでした。

お手数ではございますが、故障の詳しい状況（例：受話器から音が聞こえない、発信ができないなど）をご確認の上、社内の担当部署（情報システム部や総務部など）までご連絡いただけますでしょうか。

担当者が状況をお伺いし、対応させていただきます。
よろしくお願いいたします。",0.0,×
41,インターネットが繋がらなくなりました。どのようにすればよろしいですか,各種ルーターの再起動を実施してください。\n下記ルーターの電源をOFF、ONをを行ってください。\n\n〜それでも解決しない場合〜\nランプ状態をご確認ください。\n\n①ルーター電源ランプ 消灯 → 電源が入っていない → 電源が入っている場合は、故障 ■0120-805-113故障センターまでお電話ください。\n\n②PPPランプ → 緑 → 正常に繋がています → WiFiルーター又は無線LANカードに原因があります。 ■Wi-Fiルーターの再起動を実施してください、又は0120-36-3624までお問い合わせください。\nPPPランプ → 消灯 → インターネット未接続 インターネット接続の再設定が必要です。 ■0120-36-3624までお問い合わせください。\n\n③ひかり電話ランプ → 消灯 → ひかり電話の契約がある場合は、ルーターの故障が考えられます。 ■0120-805-113故障センターまでお電話ください。\n\n④ACTランプ → 消灯 → 故障です。 ■0120-805-113故障センターまでお電話ください。\n\n⑤登録ランプ → 消灯 → 故障です。 ■0120-805-113故障センターまでお電話ください。\n\n⑥認証ランプ → 消灯 → 装置運用準備中または装置故障 ■0120-805-113故障センターまでお電話ください。\n\n⑦UNIランプ → 消灯 → 故障 ■0120-805-113故障センターまでお電話ください。\n\n⑧光回線ランプ → 消灯 → 橙点灯又は消灯 → 故障 ■0120-805-113故障センターまでお電話ください。\n\n参考URL https://www.ntt-west.co.jp/kiki/support/hgw_lamp/,"インターネットに繋がらないとのこと、ご不便をおかけしております。

恐れ入りますが、まずは以下の簡単な対処法をお試しいただけますでしょうか。

**1. 関連機器の再起動**
ONU（光回線終端装置）やルーターの電源プラグを一度コンセントから抜いてください。5分ほど時間をおいてから、再度電源プラグを差し込み、機器のランプが正常に点灯するまでお待ちください。

**2. 配線の確認**
各機器（ONU、ルーター、パソコンなど）に接続されているLANケーブルなどが、抜けていたり緩んでいたりしないか、一度ご確認ください。

**3. ご利用端末の再起動**
インターネットに接続したいパソコンやスマートフォン自体の再起動もお試しください。

もし、これらの方法で改善しない場合は、詳細な状況を確認いたしますので、お手数ですが、再度その旨をお知らせいただくか、担当部署までご連絡ください。",0.962,〇
42,スリム光電話で携帯電話などへの発信ができません。どうしたらいいですか,恐らく電話機の機能で、発信番号の前に00から始まるマイラインの登録をされている可能性がございます。\n電話機の操作で、マイラインの解除を行ってください。\nそれでも解消されない場合は、0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。
スリム光電話から携帯電話などへ発信ができないとのこと、ご不便をおかけしております。

お手数ですが、まずはご利用の光電話対応機器やルーターの電源を一度抜き、数分待ってから再度電源を入れ直して、発信できるかお試しいただけますでしょうか。機器の再起動で問題が解決することが多くございます。

もし再起動しても改善しない場合は、詳しい状況をお調べいたしますので、お手数ですがサポートデスクまでご連絡いただけますようお願い申し上げます。",0.841,〇
43,転送電話(ボイスワープ)の設定方法を教えてください。,無条件転送と無応答時転送2つが主にご利用される設定方法になります。\n手順1で転送先の電話番号を登録します。\n手順2は無応答時転送の呼び出し回数を設定します。(無条件転送の場合は不要です)\n手順3で転送の方法を指定し、転送を開始します。\n手順4で転送を終了します。\n\n〜手順〜\n\n【手順1】\n転送先電話番号を登録する\nご利用を開始する前に転送先電話番号を登録します。\n142 → ガイダンス → 2 → ガイダンス → 転送先電話番号 → ガイダンス → 完了\n\n【手順2】\n呼び出し回数を設定する\n転送先電話番号を登録した後、呼び出し回数の登録を行います。\n転送元の電話のベルが鳴る回数を0〜9回までのいずれかに指定できます。\n\n142 → ガイダンス → 3 → ガイダンス → 呼び出し回数(0〜9) → ガイダンス → 完了\n\n【手順3】\n転送開始の設定をする\n142 → ガイダンス → 1 ガイダンス → 1 → 無条件転送\n142 → ガイダンス → 1 ガイダンス → 2 → 無応答時転送\n\n【手順4】\n転送を停止する\n142 → ガイダンス → 0 → ガイダンス → 完了,"お問い合わせありがとうございます。
転送電話（ボイスワープ）の設定方法についてご案内いたします。

主に、かかってきた電話をすべて転送する「**無条件転送**」と、電話に出られない場合にのみ転送する「**無応答時転送**」の2種類がございます。
以下の手順で設定を行ってください。

### **【手順1】 転送先電話番号の登録**
まず、転送させたい先の電話番号を登録します。
1.  「142」に発信します。
2.  ガイダンスに従い「2」を押します。
3.  転送先の電話番号を入力し、設定を完了させてください。

### **【手順2】 呼び出し回数の設定（無応答時転送の場合）**
無応答時転送をご利用の場合は、何回呼び出し音が鳴った後に転送するかを設定します。（無条件転送の場合はこの手順は不要です）
1.  「142」に発信します。
2.  ガイダンスに従い「3」を押します。
3.  呼び出し回数（0〜9回）を入力し、設定を完了させてください。

### **【手順3】 転送の開始**
ご希望の方法で転送を開始します。
1.  「142」に発信します。
2.  ガイダンスに従い「1」を押します。
3.  続けて、ご希望の転送方法の番号を押してください。
    *   **無条件転送の場合：「1」**
    *   **無応答時転送の場合：「2」**

### **【手順4】 転送の停止**
転送を停止する場合は、以下の操作を行ってください。
1.  「142」に発信します。
2.  ガイダンスに従い「0」を押します。

以上が設定方法となります。
ご不明な点がございましたら、お気軽にお尋ねください。",0.88,〇
44,電話回線を複数持ちたいです。どのようにすればいいですか,電話回線、電話番号を複数ご利用頂くことは可能です。\n当社にて、複数の回線・番号のヒアリングを行いご提供いたします。\n複数の電話回線・番号をご利用するためには、ビジネスホンが必要です。\n0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。

お調べいたしましたが、ご質問いただいた電話回線の追加手続きに関する具体的な情報が、あいにくこちらでは見つかりませんでした。誠に申し訳ございません。

通常、電話回線を複数ご利用になる場合は、追加のお申し込みが必要となります。

お手数ではございますが、詳細な手続きや料金プランにつきましては、担当部署へご確認いただけますでしょうか。",0.0,×
45,転送電話の通話料金はいくらかかりますか,1分 17.6円になります。\n1分単位の課金でご利用できます。\n例)10分 17.6円*10回 = 176円となります。,"お問い合わせいただきありがとうございます。

申し訳ございませんが、お調べいたしましたが、転送電話の具体的な通話料金に関する情報が見つかりませんでした。

一般的に、転送電話サービスをご利用の場合、転送元（ご契約の電話番号）から転送先の電話番号へ転送する際にかかる通話料金は、転送を設定されたご契約者様のご負担となります。

料金の詳細は、ご利用のプランや転送先によって異なる場合がございますので、より詳しい情報につきましては、恐れ入りますが担当部署へご確認いただけますでしょうか。

お手数をおかけいたしますが、よろしくお願いいたします。",0.0,×
46,国内の固定電話の通話料金はいくらかかりますか,3分 8.8円となります。\n3分単位の課金でご利用できます。\n例) 10分 8.8円*10回 = 88円となります。,"お問い合わせいただきありがとうございます。

国内の固定電話の通話料金は、お客様のご契約プランや、通話先の距離（市内・市外など）、通話の時間帯によって異なります。

誠に申し訳ございませんが、お調べいたしましたが、具体的な料金に関する情報を見つけることができませんでした。
詳細な料金につきましては、お手数ですがご契約内容をご確認いただくか、弊社の料金案内ページをご覧くださいますようお願いいたします。",0.714,〇
47,携帯電話への発信の通話料金はいくらかかりますか,1分 17.6円になります。\n1分単位の課金でご利用できます。\n例) 10分 17.6円*10回 = 176円となります。,"お問い合わせありがとうございます。

誠に申し訳ございませんが、お問い合わせいただいた携帯電話への通話料金に関する情報が、こちらでは見当たらず、お答えすることができません。

通話料金は、お客様がご契約されている料金プランによって異なります。
大変お手数ではございますが、ご契約内容をご確認いただくか、担当窓口までお問い合わせいただけますでしょうか。

何卒よろしくお願い申し上げます。",0.693,×
48,電話を解約して、インターネットだけの契約にしたい。どうすればいいですか,まずは、0120-36-3624にお問い合わせください。\nオペレータにて受付をいたしまして、インターネットの廃止日を決定いたします。\n特に工事はありませんので、そのままの設備でご利用頂けます。\n\n-月額使用料金-\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクスト 3850円※1\n※税込\n※1(ナンバーディスプレイ 440円・ボイスワープ 550円・キャッチホン330円・迷惑電話お断りサービス 220円・ナンバーリクエスト 220円)\n\n契約期間は2年となり、満了以外の場合は2000円の解約金がかかります。\n\nQ. 電話プランに変更時、今までの利用期間はどうなりますか？また解約金はかかりますか？\nA. 解約金がかかります。プラン変更時にリセットされ、変更日が契約開始日となります。,"お問い合わせありがとうございます。

ご質問いただいた「電話を解約し、インターネットのみの契約に変更する」お手続きにつきまして、お調べいたしましたが、あいにく情報が見つかりませんでした。
お力になれず、大変申し訳ございません。

誠に恐れ入りますが、契約プランの変更に関する詳細につきましては、担当の窓口にてご案内させていただきますので、一度カスタマーサポートへお問い合わせいただけますでしょうか。
お手数をおかけいたしますが、よろしくお願い申し上げます。",0.0,×
49,通話明細を出してほしい,可能です\n0120-36-3624までお問い合わせください。\n発行手数料として、550円かかります。,"お問い合わせいただき、ありがとうございます。

通話明細の発行についてですね。

誠に申し訳ございませんが、お調べいたしましたが、通話明細の発行手続きに関する情報が見つかりませんでした。

一般的に、通話明細はご契約者様専用のWebサイト（マイページ）などでご確認いただけることが多いかと存じます。
もしWebサイトでのご確認が難しい場合や、書面での発行をご希望の場合は、大変お手数ですが、担当窓口まで直接お問い合わせいただけますでしょうか。

お力になれず申し訳ございませんが、何卒よろしくお願い申し上げます。",0.0,×
50,引越し先でも同じ電話番号を使うことはできますか？,お引越し先によります、\n詳しくお調べ致しますので、0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。

お調べいたしましたが、ご提供いただいた情報の中には、引越し時の電話番号の継続利用に関する明確な記載がございませんでした。

一般的に、引越し先で同じ電話番号が利用できるかどうかは、ご利用の電話サービスの種類（例：NTT加入電話、ひかり電話など）や、引越し先の場所によって条件が異なります。

多くの場合、同じ市区町村内など、比較的近い距離でのお引越しであれば継続して利用できる可能性が高いです。

正確な情報をご案内するためにも、お手数ではございますが、お客様のご契約状況を確認できる担当窓口まで一度お問い合わせいただけますでしょうか。",0.862,〇
51,迷惑電話が多いので、電話を着信拒否した,電話機側の機能と回線側の機能とございます。\n\n【回線側の機能】\n迷惑電話を受けた直後に、電話機から登録操作を行うことで、同じ電話番号からの着信を拒否できます。\n登録した電話番号からかかってきた場合、自動的にメッセージで応答します。\n登録した電話番号以外からかかってきた場合は、通常の対応が可能です。\n\n【サービスの種類】\nひかり電話番号毎での登録・ひかり電話回線での登録の2つございます。\n最大30個の電話番号を拒否登録できます。\n月額料金 220円(ひかり電話番号毎の場合は契約数分かかります)\n\n事務手数料 2200円\n\n迷惑電話登録機能が装備されている電話機をご利用であれば、無料でご利用いただけます。(ナンバーディスプレイが必要),"迷惑電話が多いとのこと、ご不便な思いをされたことと存じます。
着信拒否の設定、お疲れ様でございました。

そちらでご状況が改善されることを願っております。
その他、何かお困りごとがございましたら、お気軽にお申し付けください。",0.911,〇
52,現在電話のみの契約ですが、WiFiも利用したいと思います。どのようにすればいいですか,当社よりご契約のプランをインターネットコースに変更し、インターネットをご利用いただくためのＩＤとパスワードを発行しお客様に郵送いたします。\n到着後、インターネット設定を行いWi-Fiの機器を接続頂きましたらWi-Fiがご利用頂けるようになります。\n(V6プラスの場合は、インターネット設定は不要です。)\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせありがとうございます。
Wi-Fiのご利用をご希望とのこと、承知いたしました。

現在のお電話のみのご契約からWi-Fiをご利用いただくには、ご契約プランを「インターネットコース」へ変更する必要がございます。

お手続きが完了しますと、インターネット接続用のIDとパスワードをご自宅へ郵送いたします。
IDとパスワードが届きましたら、インターネットの設定を行い、Wi-Fi機器を接続していただくことでWi-Fiがご利用可能になります。
（※V6プラスをご契約の場合は、インターネット設定は不要です。）

プラン変更の詳しいお手続きにつきましては、お手数ですが下記までお問い合わせいただけますでしょうか。

**お問い合わせ先: 0120-36-3624**",0.842,〇
53,電話リレーサービス料とは何ですか,電話リレーサービス料とは、聴覚や発話に困難のある方と通話する電話リレーサービスの提供に必要な費用を、電話利用者が負担する料金です。\n詳細は下記総務省のページをご参照ください。\nhttps://www.soumu.go.jp/menu_seisaku/ictseisaku/telephonerelay/index.html,"お問い合わせありがとうございます。

電話リレーサービス料とは、聴覚や発話に困難のある方と、きこえる方との会話を、通訳オペレーターが手話や文字と音声でつなぐ「電話リレーサービス」の提供を確保するために、電話番号をご利用のすべてのお客様に公平にご負担いただく料金のことです。

この制度により、電話リレーサービスを安定的かつ継続的に提供できるようになっています。",0.783,〇
54,ユニバーサル料金とは何ですか,「ユニバーサルサービス料」とは、加入電話・公衆電話・緊急通報などの電話サービス （ユニバーサルサービス）を日本全国に安定的に供給できるよう、必要となる費用をお客様にご負担いただいております。\n詳細は下記総務省のページをご参照ください。 \nhttps://www.soumu.go.jp/main_sosiki/joho_tsusin/universalservice/,"お問い合わせありがとうございます。

ユニバーサルサービス料についてご説明しますね。

ユニバーサルサービス料とは、加入電話や公衆電話、110番・119番といった緊急通報など、国民の生活に不可欠な電話サービス（ユニバーサルサービス）を、日本全国どこでも公平に利用できるようにするための制度です。

そのサービスの提供を確保するために必要な費用を、電話会社が利用者の皆様に公平にご負担いただく料金のことです。",0.805,〇
55,電報は使えますか,ご利用頂けます。\nひかり電話から電報を送るには、「115」に電話をかけて、電報の種類や届け先、メッセージなどを伝えます。\n【手順】\n電話番号「115」にダイヤルする\nおかけになっている電話番号とお名前を伝える\nオペレーターの質問に答える\n電報の種類(お祝い・お悔み等)、お届け日、漢字使用の有無、お届け先・お名前、メッセージなどを伝える\n電報料金は、お申込みの際にお使いになった電話番号の電話料金と一緒にお支払いとなります。,"お問い合わせいただきありがとうございます。

誠に申し訳ございませんが、ご質問いただいた電報サービスにつきましては、お答えできる情報が見つかりませんでした。ご期待に沿えず申し訳ございません。",0.0,×
56,口座振替の振替日は毎月いつ頃になりますか,毎月27日になります。\n27日が平日以外の場合は、翌日または翌々日の平日に引落となります。,"お問い合わせいただきありがとうございます。

口座振替の振替日についてですね。

申し訳ございませんが、お調べいたしましたが、振替日に関する情報が見つかりませんでした。
ご契約内容によって異なる場合がございますので、大変お手数ですが、ご契約時の書類をご確認いただくか、担当部署までお問い合わせいただけますでしょうか。

お力になれず申し訳ございません。",0.0,×
57,毎月の利用料金の明細を郵送してほしい,口座振替・クレジット払いのお客様のみ可能です。\n明細費用ですが、送料込みで220円となります。\nマイページからも印刷できます。,"お問い合わせいただき、ありがとうございます。
ご利用料金明細の郵送をご希望とのこと、承知いたしました。

誠に申し訳ございませんが、お調べいたしましたが、料金明細の郵送手続きに関する情報が見つかりませんでした。

恐れ入りますが、詳細につきましては担当部署にてご案内させていただきますので、お手数ですがカスタマーサポートまで直接お問い合わせいただけますでしょうか。
よろしくお願いいたします。",0.0,×
58,サービスを解約したい。どのように手続きをすればよろしいですか,当社まで解約のお問い合わせを頂き、解約を受理後、解約日を決定します。\n書面で送付致しますので、解約日を持ちましてサービスが終了となります。\nご利用頂いてるNTTルーター(ONUやHGW)はご返却キッドが送付されますので、そのキッドを利用しご返却ください。\n当社よりWi-Fいルーターをレンタルされているお客様にも同様に返却キッドが送付されますので、そのキッドを利用し、ご返却ください。ご利用頂いた月の翌月が最後のご請求となります。,"お問い合わせいただきありがとうございます。
サービスの解約手続きについてですね。

誠に申し訳ございませんが、お調べしたところ、解約に関する具体的なお手続きについての情報が見つかりませんでした。

ご契約状況などを確認のうえでご案内する必要がございますので、大変お手数ではございますが、担当部署、またはカスタマーサポートまで直接お問い合わせいただけますでしょうか。

何卒よろしくお願い申し上げます。",0.0,×
59,メールアドレスを使いたい。どのようにすればよろしいですか,0120-36-3624までお問い合わせください。\n設定を遠隔又は口頭でご案内いたします。,"お問い合わせいただき、ありがとうございます。
メールアドレスのご利用についてですね。

メールアドレスの設定につきましては、当社の専門スタッフがお客様のパソコンを遠隔操作し、設定を支援させていただく「リモートサポート」というサービスがございます。

こちらは月額550円でご利用いただけますので、ご希望の際はお気軽にお申し付けください。",0.765,〇
60,IPv6に変更したい。どのように設定すればいいか教えてください,当社よりIPv6プラスをご利用頂くための信号を送信いたします。\n・NTTルーター(HGW)タイプであれば、当社にご連絡頂くだけで自動的に変更となります。\n・Wi-Fiルーターでご利用の場合は、設定をIPv6プラスに変更頂く必要がございます。,"お問い合わせありがとうございます。
IPv6への変更設定についてですね。

ご利用の機器によって設定方法が異なります。

*   **NTTのルーター（ホームゲートウェイ）をご利用の場合**
    当社にご連絡いただければ、遠隔でIPv6プラスを利用するための信号を送信し、自動的に変更が完了いたします。お客様側での設定は不要です。

*   **ご自身で用意されたWi-Fiルーターをご利用の場合**
    ルーターの管理画面にログインし、接続設定を「IPv6プラス」または「IPoE」に変更していただく必要がございます。詳しい設定方法につきましては、ルーターの取扱説明書をご確認ください。

ご不明な点がございましたら、お気軽にお尋ねください。",0.849,〇
61,口座振替をしていますが、残高不足で料金が引落されませんでした。どのようにして利用料金をお支払いすればよろしいですか,自動的にコンビニエンスストアなどでお支払頂くことができる請求書が郵送されます。\nお急ぎの場合は、当社までお問い合わせ頂きますと銀行振込でお支払いただくこともできます。,"お問い合わせいただき、ありがとうございます。
口座振替の件でございますね。

残高不足により料金のお引き落としができなかった場合、後日、お支払いに関するご案内（振込用紙など）を自動的にお送りしております。
お手元にご案内が届きましたら、内容をご確認の上、お支払いいただきますようお願い申し上げます。

ご不明な点がございましたら、お気軽にお尋ねください。",0.788,〇
62,口座振替をしていますが、料金の引き落としがされませんでした。理由を教えてください。,残高不足や、口座振替提出時の不備などになります。\n当社までお問い合わせ頂きますと、詳しく詳細をお調べすることができます。\n0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。
料金の引き落としがされなかったとのこと、ご不便をおかけしております。

口座振替ができなかった場合、主に以下のような原因が考えられます。

*   ご指定口座の残高不足
*   ご登録の口座情報（口座番号、名義など）の相違
*   金融機関側の何らかの問題

お手数ではございますが、まずは一度、ご登録口座の残高をご確認いただけますでしょうか。

なお、今回引き落としができなかった料金につきましては、後日改めて請求書をお送りする場合や、翌月分と合算して再度引き落としをさせていただく場合がございます。

詳細な状況を確認いたしますので、恐れ入りますが、担当部署までお問い合わせいただけますでしょうか。
ご不便をおかけし申し訳ございませんが、よろしくお願いいたします。",0.839,〇
63,マイページの利用方法を教えてください。,下記、URLよりログインいただきます。\nhttps://www.slim-j.net/mypage/ \n※IDとパスワードは、会員登録書に記載があります。紛失してしまった場合は再発行いたしますので、当社までお問い合わせください。\nログイン後、年・月毎で検索できるページが表示されます。\nご覧頂きたい月・印刷をしたい月を検索し、ご利用ください。,"お問い合わせいただきありがとうございます。

申し訳ございません。お問い合わせいただいた「マイページの利用方法」につきまして、お調べしましたが、あいにく関連する情報を見つけることができませんでした。

お手数をおかけして大変恐縮ですが、詳細なご利用方法につきましては、担当部署へ直接お問い合わせいただけますでしょうか。

ご期待に沿えず申し訳ございませんが、何卒よろしくお願い申し上げます。",0.735,〇
64,Wi-Fiセキュリティ規格WPAについて教えてください。,WPAは、Wi-Fiの通信内容を暗号化するためのセキュリティ規格です。\n\n【WPAの特徴】\n個人と法人の両方で利用できる\nWEP(Wired Equivalent Privacy)の脆弱性を解消・軽減するために導入されたました。\nTKIP(Temporal Key Integrity Protocol)と呼ばれる仕組みを採用しています。\n\n【WPAのバージョン】\nWPA2(Wi-Fi Protected Access 2)は、WPAよりもセキュリティを強化した規格です。\nWPA3はWPA2の後継で、2018年7月に公開された。2020年7月にはすべてのWi-Fi無線機器がWPA3をサポートすることが義務化されました。\n【WPA3のメリット】\nKRACKへの対処するための仕組みが追加されています。\nWPA2と比べてセキュリティ強度が向上しているます。\nユーザーが攻撃者に推測されやすいパスワードを設定していても優れた保護能力を発揮します。\nユーザー自身が覚えやすいパスワードを設定することが可能になりました。,"お問い合わせありがとうございます。
Wi-Fiセキュリティ規格のWPAについてご説明しますね。

WPAは、Wi-Fiの通信内容を暗号化して安全に利用するためのセキュリティ規格です。以前の「WEP」という規格の脆弱性を改善するために導入されました。

WPAには新しいバージョンがあり、数字が大きいほどセキュリティが強力になります。

*   **WPA**: 初期バージョンです。
*   **WPA2**: WPAをさらに強化した、より安全な規格です。
*   **WPA3**: 現在の最新規格で、WPA2よりもさらにセキュリティが向上しています。

**【WPA3の主なメリット】**
*   既知の脆弱性（KRACKなど）への対策が追加されています。
*   推測されやすいパスワードを設定していても、通信を強力に保護します。
*   利用者は覚えやすいパスワードを設定しやすくなりました。

セキュリティの観点から、可能な限り新しい規格（WPA3やWPA2）に対応した機器のご利用をおすすめします。",0.691,×
65,マイページのIDとパスワードを紛失してしまい、マイページに入ることができません。IDとパスワードを教えてください。,マイページ情報の記載がある会員登録証を再発行し、お客様のご契約住所まで送付させて頂きます。\n0120-36-3624 サポートセンターまでお問い合わせください。,"お問い合わせいただき、ありがとうございます。
マイページのIDとパスワードがご不明とのこと、ご不便をおかけしております。

セキュリティの観点から、IDとパスワードを直接お伝えすることができないため、マイページ情報が記載された「会員登録証」を再発行し、ご契約の住所へ郵送させていただきます。

お手数をおかけいたしますが、以下のサポートセンターまでご連絡いただけますでしょうか。

**サポートセンター：0120-36-3624**

どうぞよろしくお願いいたします。",0.841,〇
66,スリム光サービスの月額料金を教えてください。,東西一律、下記料金となります。\nスリム光クロスF・M(定額制 1Gbps) 6050円\nスリム光ギガタイプファミリータイプ(定額制 1Gbps) 5280円\nスリム光ギガタイプマンションタイプ(定額制 1Gbps) 3850円\n※プロバイダ込\n\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクストA 3850円\n全て税込価格,"お問い合わせいただきありがとうございます。
スリム光サービスの月額料金についてですね。

申し訳ございません。お調べいたしましたが、ご提供いただいた情報の中には、月額料金に関する記載がございませんでした。

料金プランはご契約内容によって異なる場合がございますので、お手数をおかけいたしますが、担当部署へお問い合わせいただくか、ご契約時の資料をご確認いただけますでしょうか。",0.73,〇
67,スリムBBとは何ですか,当社独自のインターネットプロバイダサービスとなります。\n\n【プロバイダとは】\nインターネットに接続するためのサービスを提供する事業者のことで、インターネットサービスプロバイダ(ISP)とも呼ばれます。\n\n【月額料金】\n1100円となります。\n\n【初期費用】\n無料\n\n【接続方式】\nIPoE PPPoE\n\n【支払い方法】\n請求書払い・口座振替・クレジット支払の3種類からお選び頂けます。\n\n【契約期間】\n2年完走型\n\n【メールアドレス】\n最大3つまで,"お問い合わせありがとうございます。

スリムBBとは、当社が提供している独自のインターネットプロバイダサービスでございます。
インターネットに接続するためのサービスとお考えいただければと存じます。

サービスの詳細は以下の通りです。

*   **月額料金**：1,100円
*   **初期費用**：無料
*   **接続方式**：IPoE、PPPoEに対応しております。
*   **お支払い方法**：請求書払い、口座振替、クレジットカード払いの3種類からお選びいただけます。
*   **契約期間**：2年間となります。
*   **メールアドレス**：最大3つまでご利用いただけます。

その他ご不明な点がございましたら、お気軽にお尋ねください。",0.783,〇
68,同じ敷地でルーターの場所を移動したい,敷地内移転になります。\n0120-36-3624までお問い合わせください。\n※おおよそ1ヶ月程かかります。,"お問い合わせいただき、ありがとうございます。
同じ敷地内でのルーターの場所の移動についてですね。

配線の状況によって、お客様ご自身で移動できる場合と、工事が必要になる場合がございます。

壁に設置されているONU（光回線終端装置）とルーターを繋いでいるLANケーブルが届く範囲でのご移動でしたら、お客様ご自身でルーターの場所を変えていただいて問題ございません。

もし、壁の光コンセントから出ている光ファイバーケーブルの長さが足りず、ONUごと大きく移動させたい場合は、配線の延長工事が必要になる可能性がございます。光ファイバーケーブルは非常にデリケートですので、無理に引っ張ったり折り曲げたりしないようご注意ください。

工事が必要かどうかを含め、詳細を確認させていただきますので、お手数ですが一度担当部署までご相談いただけますでしょうか。",0.803,〇
