No,質問,期待回答,実際回答,スコア,判定
37,インターネットの設定で、PPPoEとは何ですか,インターネットの接続方式の一つになります。\n類似の接続方式で、IPoE方式の接続もございます。\nご利用の用途に合わせ当社専門スタッフが判断しお客様に提案いたします。,"お問い合わせありがとうございます。

PPPoE（ピーピーピーオーイー）とは、インターネットに接続するための通信方式の一つです。

主に以下のような特徴がある、従来の接続方式となります。

*   **接続方式**: プロバイダーの網終端装置を経由する「トンネル方式」で接続します。
*   **接続時の認証**: インターネットに接続する際に、IDとパスワードの入力が必要です。

なお、最近ではIDとパスワードが不要な「IPoE」という新しい接続方式もございます。
ご不明な点がございましたら、お気軽にお尋ねください。",0.731,〇
38,契約者の名義は変更できますか,変更できます。\n名義となる方の身分証明書を当社までご送付願います。\n名義変更までおおよそ1ヶ月程となります。\n\n【必要書類】\n個人 → 個人(新) ●新しく契約者になるかたの身分証明書【運転免許証又はマイナンバーカード  健康保険証と公共料金の表の写し2枚1セット】\n個人 → 法人 ●登記簿の写し\n法人 → 個人 ●新しく契約者になるかたの身分証明書【運転免許証又はマイナンバーカード 健康保険証と公共料金の表の写し2枚1セット】\n法人 → 法人(新) ●登記簿の写し,"はい、契約者の名義変更は可能でございます。

お手続きには、新しく名義人となる方の身分証明書などを当社までご送付いただく必要がございます。
書類のご提出から名義変更が完了するまで、おおよそ1ヶ月ほどお時間をいただいております。

ご変更のパターンによって必要書類が異なりますので、以下をご確認ください。

---
**【必要書類】**

*   **個人 → 新しい個人**
*   **法人 → 個人**
    *   新しく契約者になる方の身分証明書
        *   運転免許証またはマイナンバーカード
        *   （上記がない場合）健康保険証と公共料金の領収書の写し、2点1セット

*   **個人 → 法人**
*   **法人 → 新しい法人**
    *   登記簿の写し
---

ご不明な点がございましたら、お気軽にお尋ねください。",0.914,〇
39,確定申告で通信費用の明細が必要です。ご利用明細を1年分送ってもらうことはできますか,可能です。\n手数料330円となります。\n0120-36-3624までお問い合わせいただき、郵送で送付いたします。,"お問い合わせいただきありがとうございます。
確定申告で通信費用のご利用明細が必要とのことでございますね。

大変申し訳ございませんが、お調べいたしましたが、ご質問いただいた「ご利用明細を1年分送付する」ことに関する情報が見つかりませんでした。

お手数をおかけいたしますが、詳細なご確認やお手続きにつきましては、担当部署へ直接お問い合わせいただけますでしょうか。

お力になれず恐縮ですが、よろしくお願いいたします。",0.0,×
40,電話が故障しました。どのようにすればよろしいですか,新しい電話機をご用意ください。\n新しい電話機を設置後、それでも電話が利用できない場合は回線の故障が考えられます。\n0120-805-113までお問い合わせください。,"お電話の故障とのこと、ご不便をおかけしております。

誠に恐れ入りますが、ご質問いただいた電話の故障につきましては、お調べいたしましたが、ご案内できる情報が見つかりませんでした。

一般的なご案内となりますが、まず以下の点をご確認いただけますでしょうか。

*   電話機本体や、ONU（光回線終端装置）などの関連機器の電源が正しく入っているか
*   電話線や電源コードが抜けていないか、緩んでいないか
*   関連機器の再起動（一度電源コードを抜き、数分待ってから再度差し込む）

上記をお試しいただいても状況が改善しない場合は、詳細をお伺いした上で対応させていただきます。お手数ですが、サポート窓口までご連絡いただけますでしょうか。

ご不便をおかけし申し訳ございませんが、何卒よろしくお願い申し上げます。",0.0,×
41,インターネットが繋がらなくなりました。どのようにすればよろしいですか,各種ルーターの再起動を実施してください。\n下記ルーターの電源をOFF、ONをを行ってください。\n\n〜それでも解決しない場合〜\nランプ状態をご確認ください。\n\n①ルーター電源ランプ 消灯 → 電源が入っていない → 電源が入っている場合は、故障 ■0120-805-113故障センターまでお電話ください。\n\n②PPPランプ → 緑 → 正常に繋がています → WiFiルーター又は無線LANカードに原因があります。 ■Wi-Fiルーターの再起動を実施してください、又は0120-36-3624までお問い合わせください。\nPPPランプ → 消灯 → インターネット未接続 インターネット接続の再設定が必要です。 ■0120-36-3624までお問い合わせください。\n\n③ひかり電話ランプ → 消灯 → ひかり電話の契約がある場合は、ルーターの故障が考えられます。 ■0120-805-113故障センターまでお電話ください。\n\n④ACTランプ → 消灯 → 故障です。 ■0120-805-113故障センターまでお電話ください。\n\n⑤登録ランプ → 消灯 → 故障です。 ■0120-805-113故障センターまでお電話ください。\n\n⑥認証ランプ → 消灯 → 装置運用準備中または装置故障 ■0120-805-113故障センターまでお電話ください。\n\n⑦UNIランプ → 消灯 → 故障 ■0120-805-113故障センターまでお電話ください。\n\n⑧光回線ランプ → 消灯 → 橙点灯又は消灯 → 故障 ■0120-805-113故障センターまでお電話ください。\n\n参考URL https://www.ntt-west.co.jp/kiki/support/hgw_lamp/,"お問い合わせいただき、ありがとうございます。
インターネットに接続できないとのこと、ご不便をおかけしており誠に申し訳ございません。

はじめに、接続機器の再起動をお試しいただけますでしょうか。
多くの場合、機器の再起動によって問題が解消されることがございます。

お手数ですが、光回線をご利用いただくために必要な**ONU(光回線終端装置)**や、お使いのWi-Fiルーターの電源を一度コンセントから抜いていただき、5分ほど待ってから再度差し込んでみてください。

もし、再起動しても状況が改善しない場合は、詳細な状況をお調べいたしますので、お手数ですが改めてサポート窓口までご連絡いただけますでしょうか。",0.822,〇
42,スリム光電話で携帯電話などへの発信ができません。どうしたらいいですか,恐らく電話機の機能で、発信番号の前に00から始まるマイラインの登録をされている可能性がございます。\n電話機の操作で、マイラインの解除を行ってください。\nそれでも解消されない場合は、0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。
スリム光電話から携帯電話などへ発信できず、ご不便をおかけしております。

お調べいたしましたが、ご質問いただいた内容に関する情報が参考情報の中に見当たりませんでした。
そのため、一般的な対処法をご案内いたします。

まず、以下の2点をご確認いただけますでしょうか。

1.  **機器の再起動**
    光電話対応のルーターやアダプターの電源を一度抜き、数分待ってから再度電源を入れ直してみてください。機器が再起動することで、状況が改善される場合がございます。

2.  **配線の確認**
    電話機と機器をつなぐ電話線が、しっかりと差し込まれているかご確認ください。

上記をお試しいただいても改善しない場合は、詳しい状況をお調べいたしますので、お手数ですが、サポートセンターまでお問い合わせください。",0.0,×
43,転送電話(ボイスワープ)の設定方法を教えてください。,無条件転送と無応答時転送2つが主にご利用される設定方法になります。\n手順1で転送先の電話番号を登録します。\n手順2は無応答時転送の呼び出し回数を設定します。(無条件転送の場合は不要です)\n手順3で転送の方法を指定し、転送を開始します。\n手順4で転送を終了します。\n\n〜手順〜\n\n【手順1】\n転送先電話番号を登録する\nご利用を開始する前に転送先電話番号を登録します。\n142 → ガイダンス → 2 → ガイダンス → 転送先電話番号 → ガイダンス → 完了\n\n【手順2】\n呼び出し回数を設定する\n転送先電話番号を登録した後、呼び出し回数の登録を行います。\n転送元の電話のベルが鳴る回数を0〜9回までのいずれかに指定できます。\n\n142 → ガイダンス → 3 → ガイダンス → 呼び出し回数(0〜9) → ガイダンス → 完了\n\n【手順3】\n転送開始の設定をする\n142 → ガイダンス → 1 ガイダンス → 1 → 無条件転送\n142 → ガイダンス → 1 ガイダンス → 2 → 無応答時転送\n\n【手順4】\n転送を停止する\n142 → ガイダンス → 0 → ガイダンス → 完了,"お問い合わせいただきありがとうございます。
転送電話（ボイスワープ）の設定方法についてですね。

申し訳ございません。お調べいたしましたが、ご質問いただいた転送電話の設定方法に関する情報が見つかりませんでした。

お手数をおかけいたしますが、詳細につきましては、社内の情報システム部など、電話の管理を担当している部署へお問い合わせいただけますでしょうか。

ご期待に沿えず申し訳ございません。",0.0,×
44,電話回線を複数持ちたいです。どのようにすればいいですか,電話回線、電話番号を複数ご利用頂くことは可能です。\n当社にて、複数の回線・番号のヒアリングを行いご提供いたします。\n複数の電話回線・番号をご利用するためには、ビジネスホンが必要です。\n0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。

電話回線の追加をご希望とのこと、承知いたしました。
複数の電話回線をご契約いただくことは可能でございます。

お手続きの詳細につきましては、担当窓口にてご案内させていただきますので、お手数ですが下記までお問い合わせいただけますでしょうか。

**お問い合わせ窓口: 0120-36-3624**

お手数をおかけいたしますが、何卒よろしくお願い申し上げます。",0.829,〇
45,転送電話の通話料金はいくらかかりますか,1分 17.6円になります。\n1分単位の課金でご利用できます。\n例)10分 17.6円*10回 = 176円となります。,"お問い合わせありがとうございます。
転送電話の通話料金についてですね。

申し訳ございませんが、お調べいたしましたが、ご提示いただいた参考情報の中には、転送電話の具体的な通話料金に関する記載がございませんでした。

一般的に、転送電話をご利用の場合、転送元の電話から転送先の電話へかかる区間の通話料金は、転送を設定されたご契約者様のご負担となります。

料金はご契約のプランや転送先の電話番号によって異なりますので、詳細につきましては、お手数ですが料金担当の部署へお問い合わせいただくか、ご契約内容をご確認いただけますでしょうか。",0.703,〇
46,国内の固定電話の通話料金はいくらかかりますか,3分 8.8円となります。\n3分単位の課金でご利用できます。\n例) 10分 8.8円*10回 = 88円となります。,"お問い合わせいただきありがとうございます。

誠に申し訳ございませんが、ご質問いただいた通話料金に関する情報が見つかりませんでした。

一般的に、固定電話の通話料金はご契約のプランや、通話先の地域（市内、市外など）、時間帯によって異なります。

詳細な料金につきましては、ご契約内容をご確認いただくか、お手数ですが担当部署までお問い合わせいただけますでしょうか。

ご期待に沿った回答ができず、申し訳ございません。",0.0,×
47,携帯電話への発信の通話料金はいくらかかりますか,1分 17.6円になります。\n1分単位の課金でご利用できます。\n例) 10分 17.6円*10回 = 176円となります。,"お問い合わせいただき、ありがとうございます。
携帯電話への発信にかかる通話料金についてですね。

申し訳ございません。お問い合わせいただいた通話料金に関する情報が、こちらの資料では見つかりませんでした。

一般的に、通話料金はお客様がご契約されている料金プランによって異なります。
大変お手数をおかけいたしますが、ご契約内容をご確認いただくか、担当窓口までお問い合わせくださいますようお願いいたします。",0.0,×
48,電話を解約して、インターネットだけの契約にしたい。どうすればいいですか,まずは、0120-36-3624にお問い合わせください。\nオペレータにて受付をいたしまして、インターネットの廃止日を決定いたします。\n特に工事はありませんので、そのままの設備でご利用頂けます。\n\n-月額使用料金-\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクスト 3850円※1\n※税込\n※1(ナンバーディスプレイ 440円・ボイスワープ 550円・キャッチホン330円・迷惑電話お断りサービス 220円・ナンバーリクエスト 220円)\n\n契約期間は2年となり、満了以外の場合は2000円の解約金がかかります。\n\nQ. 電話プランに変更時、今までの利用期間はどうなりますか？また解約金はかかりますか？\nA. 解約金がかかります。プラン変更時にリセットされ、変更日が契約開始日となります。,"お問い合わせいただき、ありがとうございます。
電話サービスを解約し、インターネットサービスのみのご契約に変更されたいとのこと、承知いたしました。

お調べいたしましたが、あいにく、ご質問いただいたお手続きに関する詳細な情報を見つけることができませんでした。

恐れ入りますが、ご契約内容の変更につきましては、担当部署にて個別に承っております。
お手数ではございますが、弊社カスタマーサポートまで直接お問い合わせくださいますようお願いいたします。",0.856,〇
49,通話明細を出してほしい,可能です\n0120-36-3624までお問い合わせください。\n発行手数料として、550円かかります。,"お問い合わせいただきありがとうございます。

通話明細の発行についてですね。
誠に申し訳ございませんが、お調べいたしましたが、通話明細の発行に関する詳しいお手続きの情報が見当たりませんでした。

一般的に、通話明細は会員様専用のウェブサイト（マイページなど）からご確認・ダウンロードいただける場合がございます。
お手数ですが、まずはご利用サービスのマイページをご確認いただけますでしょうか。

もしウェブサイトでのご確認が難しい場合や、書面での発行をご希望の場合は、恐れ入りますが担当窓口まで直接お問い合わせいただけますようお願い申し上げます。",0.0,×
50,引越し先でも同じ電話番号を使うことはできますか？,お引越し先によります、\n詳しくお調べ致しますので、0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。

お引越し先で同じ電話番号を引き続きご利用いただけるかどうかは、お引越しの場所や現在ご契約中のサービスによって条件が異なります。

恐れ入りますが、ご提供いただいた情報の中に関連する情報が見当たらなかったため、詳細を確認させていただきたく存じます。
お手数ですが、担当部署にてお客様の状況に合わせたご案内をいたしますので、弊社カスタマーサポートまでお問い合わせいただけますでしょうか。",0.873,〇
51,迷惑電話が多いので、電話を着信拒否した,電話機側の機能と回線側の機能とございます。\n\n【回線側の機能】\n迷惑電話を受けた直後に、電話機から登録操作を行うことで、同じ電話番号からの着信を拒否できます。\n登録した電話番号からかかってきた場合、自動的にメッセージで応答します。\n登録した電話番号以外からかかってきた場合は、通常の対応が可能です。\n\n【サービスの種類】\nひかり電話番号毎での登録・ひかり電話回線での登録の2つございます。\n最大30個の電話番号を拒否登録できます。\n月額料金 220円(ひかり電話番号毎の場合は契約数分かかります)\n\n事務手数料 2200円\n\n迷惑電話登録機能が装備されている電話機をご利用であれば、無料でご利用いただけます。(ナンバーディスプレイが必要),"迷惑電話が多いとのこと、ご不便をおかけしております。
お客様にて着信拒否の設定をされたのですね。

もしよろしければ、特定の電話番号からの着信を拒否できるオプションサービスなどもございますので、ご検討いただけますと幸いです。

その他、お困りのことがございましたら、お気軽にお申し付けください。",0.896,〇
52,現在電話のみの契約ですが、WiFiも利用したいと思います。どのようにすればいいですか,当社よりご契約のプランをインターネットコースに変更し、インターネットをご利用いただくためのＩＤとパスワードを発行しお客様に郵送いたします。\n到着後、インターネット設定を行いWi-Fiの機器を接続頂きましたらWi-Fiがご利用頂けるようになります。\n(V6プラスの場合は、インターネット設定は不要です。)\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせありがとうございます。

現在お電話のみのご契約とのことですので、Wi-Fiをご利用いただくには、ご契約プランを「インターネットコース」へ変更する必要がございます。

お手続きの流れは以下のようになります。

1.  プラン変更のお手続き後、インターネット接続用のIDとパスワードをご郵送いたします。
2.  IDとパスワードがお手元に届きましたら、インターネットの初期設定とWi-Fi機器の接続をしていただくことで、Wi-Fiがご利用可能となります。
    （※V6プラスをご利用の場合は、インターネットの初期設定は不要です。）

お手続きの詳細につきましては、お手数ですが以下の番号までお問い合わせください。

**【お問い合わせ先】**
0120-36-3624",0.854,〇
53,電話リレーサービス料とは何ですか,電話リレーサービス料とは、聴覚や発話に困難のある方と通話する電話リレーサービスの提供に必要な費用を、電話利用者が負担する料金です。\n詳細は下記総務省のページをご参照ください。\nhttps://www.soumu.go.jp/menu_seisaku/ictseisaku/telephonerelay/index.html,"お問い合わせいただき、ありがとうございます。

「電話リレーサービス料」についてご説明いたします。

電話リレーサービスとは、聴覚や発話に困難がある方と、きこえる方との会話を、通訳オペレーターが手話や文字、音声で仲介（通訳）することで、電話での円滑な意思疎通を可能にする公共のサービスです。

このサービスを社会全体で支えるため、電話をご利用のすべてのお客様に、ご利用の電話番号数に応じて公平にご負担いただく料金が「電話リレーサービス料」となります。

ご理解いただけますと幸いです。
その他ご不明な点がございましたら、お気軽にお問い合わせください。",0.766,〇
54,ユニバーサル料金とは何ですか,「ユニバーサルサービス料」とは、加入電話・公衆電話・緊急通報などの電話サービス （ユニバーサルサービス）を日本全国に安定的に供給できるよう、必要となる費用をお客様にご負担いただいております。\n詳細は下記総務省のページをご参照ください。 \nhttps://www.soumu.go.jp/main_sosiki/joho_tsusin/universalservice/,"お問い合わせありがとうございます。

ユニバーサルサービス料とは、加入電話や公衆電話、緊急通報（110番、118番、119番）など、国民の生活に不可欠な電話サービスを、日本全国どこでも公平にご利用いただけるように、その費用を電話会社全体で負担する制度です。

この費用の一部を、電話番号をご利用のお客様に毎月のご利用料金とあわせてご負担いただいております。

ご不明な点がございましたら、お気軽にお尋ねください。",0.809,〇
55,電報は使えますか,ご利用頂けます。\nひかり電話から電報を送るには、「115」に電話をかけて、電報の種類や届け先、メッセージなどを伝えます。\n【手順】\n電話番号「115」にダイヤルする\nおかけになっている電話番号とお名前を伝える\nオペレーターの質問に答える\n電報の種類(お祝い・お悔み等)、お届け日、漢字使用の有無、お届け先・お名前、メッセージなどを伝える\n電報料金は、お申込みの際にお使いになった電話番号の電話料金と一緒にお支払いとなります。,"お問い合わせありがとうございます。

恐れ入りますが、電報のご利用に関する情報が見つかりませんでした。
お力になれず、大変申し訳ございません。",0.0,×
56,口座振替の振替日は毎月いつ頃になりますか,毎月27日になります。\n27日が平日以外の場合は、翌日または翌々日の平日に引落となります。,"お問い合わせいただきありがとうございます。

申し訳ございません。ご質問いただいた口座振替の振替日に関する情報が、あいにくこちらでは確認できませんでした。

恐れ入りますが、詳細につきましてはご契約時の書類をご確認いただくか、担当部署へお問い合わせいただけますでしょうか。

お力になれず大変申し訳ございませんが、何卒よろしくお願い申し上げます。",0.744,〇
57,毎月の利用料金の明細を郵送してほしい,口座振替・クレジット払いのお客様のみ可能です。\n明細費用ですが、送料込みで220円となります。\nマイページからも印刷できます。,"お問い合わせいただき、ありがとうございます。
毎月の利用料金の明細の郵送をご希望とのこと、承知いたしました。

誠に申し訳ございませんが、お調べしましたところ、明細書の郵送手続きに関する情報が見つかりませんでした。

大変お手数をおかけいたしますが、詳細につきましては、担当窓口へ直接お問い合わせいただけますでしょうか。
よろしくお願い申し上げます。",0.0,×
58,サービスを解約したい。どのように手続きをすればよろしいですか,当社まで解約のお問い合わせを頂き、解約を受理後、解約日を決定します。\n書面で送付致しますので、解約日を持ちましてサービスが終了となります。\nご利用頂いてるNTTルーター(ONUやHGW)はご返却キッドが送付されますので、そのキッドを利用しご返却ください。\n当社よりWi-Fいルーターをレンタルされているお客様にも同様に返却キッドが送付されますので、そのキッドを利用し、ご返却ください。ご利用頂いた月の翌月が最後のご請求となります。,"お問い合わせいただきありがとうございます。
サービスの解約手続きについてですね。

申し訳ございませんが、お調べいたしましたが、具体的な解約のお手続き方法に関する情報が見つかりませんでした。

なお、ご参考までに、スリム光サービスには最低利用期間が設けられております。契約期間は2年間の自動更新となり、契約満了のタイミング以外で解約される場合は、プランに応じて違約金が発生する場合がございますのでご留意ください。

大変お手数をおかけいたしますが、詳細な解約手続きにつきましては、担当窓口まで直接ご確認いただけますでしょうか。",0.0,×
59,メールアドレスを使いたい。どのようにすればよろしいですか,0120-36-3624までお問い合わせください。\n設定を遠隔又は口頭でご案内いたします。,"お問い合わせいただきありがとうございます。

メールアドレスのご利用についてですね。

恐れ入りますが、ご提示いただいた情報の中には、メールアドレスの利用方法に関する情報がございませんでした。

一般的に、社用のメールアドレスを利用するには、情報システム部門などへ利用申請が必要な場合が多いかと存じます。

お手数ですが、一度、社内の情報システム担当部署へお問い合わせいただけますでしょうか。
よろしくお願いいたします。",0.787,〇
60,IPv6に変更したい。どのように設定すればいいか教えてください,当社よりIPv6プラスをご利用頂くための信号を送信いたします。\n・NTTルーター(HGW)タイプであれば、当社にご連絡頂くだけで自動的に変更となります。\n・Wi-Fiルーターでご利用の場合は、設定をIPv6プラスに変更頂く必要がございます。,"お問い合わせいただきありがとうございます。

IPv6への変更設定は、ご利用のルーターの種類によって方法が異なります。

*   **NTTのルーター（ホームゲートウェイ）をご利用の場合**
    当社にご連絡いただければ、こちらから信号を送信し、自動的に設定が変更されます。お客様側での作業は不要です。

*   **市販のWi-Fiルーターをご利用の場合**
    お客様ご自身で、ルーターの設定を「IPv6プラス」に変更していただく必要がございます。

ご不明な点がございましたら、お気軽にお尋ねください。",0.83,〇
61,口座振替をしていますが、残高不足で料金が引落されませんでした。どのようにして利用料金をお支払いすればよろしいですか,自動的にコンビニエンスストアなどでお支払頂くことができる請求書が郵送されます。\nお急ぎの場合は、当社までお問い合わせ頂きますと銀行振込でお支払いただくこともできます。,"お問い合わせいただきありがとうございます。

口座振替ができなかった場合、後日お支払い用の請求書が自動的に送付されます。
お手数をおかけいたしますが、請求書がお手元に届くまで、今しばらくお待ちいただけますでしょうか。

どうぞよろしくお願いいたします。",0.843,〇
62,口座振替をしていますが、料金の引き落としがされませんでした。理由を教えてください。,残高不足や、口座振替提出時の不備などになります。\n当社までお問い合わせ頂きますと、詳しく詳細をお調べすることができます。\n0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。
料金の引き落としができなかったとのこと、ご不便をおかけし申し訳ございません。

口座振替が正常に行われない場合、主に以下のような理由が考えられます。

*   ご登録口座の残高が不足している
*   ご登録の口座情報（口座番号や名義など）に誤りがある
*   その他、金融機関側の何らかの事情

お手数ですが、まずは一度、ご登録口座の残高をご確認いただけますでしょうか。

残高に問題がない場合や、詳しい理由をお調べする必要がございますので、その際は改めて担当部署にて詳細を確認させていただきます。
なお、今回引き落としができなかった料金につきましては、後日改めてご案内をお送りいたしますので、そちらをご確認くださいますようお願いいたします。",0.834,〇
63,マイページの利用方法を教えてください。,下記、URLよりログインいただきます。\nhttps://www.slim-j.net/mypage/ \n※IDとパスワードは、会員登録書に記載があります。紛失してしまった場合は再発行いたしますので、当社までお問い合わせください。\nログイン後、年・月毎で検索できるページが表示されます。\nご覧頂きたい月・印刷をしたい月を検索し、ご利用ください。,"お問い合わせいただき、ありがとうございます。

申し訳ございませんが、ご質問いただいたマイページの利用方法に関する情報が見つかりませんでした。
お手数ですが、詳細につきましては担当部署へご確認いただくか、社内マニュアル等をご参照いただけますでしょうか。

お力になれず申し訳ございません。",0.0,×
64,Wi-Fiセキュリティ規格WPAについて教えてください。,WPAは、Wi-Fiの通信内容を暗号化するためのセキュリティ規格です。\n\n【WPAの特徴】\n個人と法人の両方で利用できる\nWEP(Wired Equivalent Privacy)の脆弱性を解消・軽減するために導入されたました。\nTKIP(Temporal Key Integrity Protocol)と呼ばれる仕組みを採用しています。\n\n【WPAのバージョン】\nWPA2(Wi-Fi Protected Access 2)は、WPAよりもセキュリティを強化した規格です。\nWPA3はWPA2の後継で、2018年7月に公開された。2020年7月にはすべてのWi-Fi無線機器がWPA3をサポートすることが義務化されました。\n【WPA3のメリット】\nKRACKへの対処するための仕組みが追加されています。\nWPA2と比べてセキュリティ強度が向上しているます。\nユーザーが攻撃者に推測されやすいパスワードを設定していても優れた保護能力を発揮します。\nユーザー自身が覚えやすいパスワードを設定することが可能になりました。,"こんにちは。お問い合わせありがとうございます。
Wi-Fiセキュリティ規格のWPAについてご説明しますね。

WPAとは、Wi-Fiの通信内容を安全に暗号化するためのセキュリティ規格です。
以前使われていたWEPという規格の脆弱性を解消するために導入されました。

WPAには、よりセキュリティを強化した後継規格として「**WPA2**」や、最新の「**WPA3**」があります。

**【最新規格WPA3の主なメリット】**
*   WPA2よりもさらにセキュリティが強化されています。
*   ユーザーが推測されやすいパスワードを設定した場合でも、高い保護能力を発揮します。
*   そのため、ユーザー自身が覚えやすいパスワードを設定しやすくなりました。

現在では、より安全なWPA2やWPA3のご利用が推奨されております。
ご不明な点がございましたら、またお気軽にお尋ねください。",0.7,〇
65,マイページのIDとパスワードを紛失してしまい、マイページに入ることができません。IDとパスワードを教えてください。,マイページ情報の記載がある会員登録証を再発行し、お客様のご契約住所まで送付させて頂きます。\n0120-36-3624 サポートセンターまでお問い合わせください。,"お問い合わせいただき、ありがとうございます。
マイページにログインできず、ご不便をおかけしております。

セキュリティの観点から、チャットボット上で直接IDとパスワードをお伝えすることができかねます。何卒ご了承ください。

IDとパスワードが記載された「会員登録証」を再発行し、ご契約の住所へ郵送させていただきますので、大変お手数ですが、以下のサポートセンターまでご連絡いただけますでしょうか。

【サポートセンター】
電話番号：0120-36-3624

よろしくお願いいたします。",0.843,〇
66,スリム光サービスの月額料金を教えてください。,東西一律、下記料金となります。\nスリム光クロスF・M(定額制 1Gbps) 6050円\nスリム光ギガタイプファミリータイプ(定額制 1Gbps) 5280円\nスリム光ギガタイプマンションタイプ(定額制 1Gbps) 3850円\n※プロバイダ込\n\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクストA 3850円\n全て税込価格,"お問い合わせいただき、ありがとうございます。

申し訳ございません。お問い合わせいただいたスリム光サービスの月額料金に関する情報が、あいにくこちらでは見つかりませんでした。

月額料金は、お客様のご契約プランやご利用中のオプションによって異なります。
恐れ入りますが、ご契約内容の詳細をご確認いただくか、担当部署までお問い合わせいただけますでしょうか。

お手数をおかけしますが、よろしくお願いいたします。",0.0,×
67,スリムBBとは何ですか,当社独自のインターネットプロバイダサービスとなります。\n\n【プロバイダとは】\nインターネットに接続するためのサービスを提供する事業者のことで、インターネットサービスプロバイダ(ISP)とも呼ばれます。\n\n【月額料金】\n1100円となります。\n\n【初期費用】\n無料\n\n【接続方式】\nIPoE PPPoE\n\n【支払い方法】\n請求書払い・口座振替・クレジット支払の3種類からお選び頂けます。\n\n【契約期間】\n2年完走型\n\n【メールアドレス】\n最大3つまで,"お問い合わせいただきありがとうございます。

スリムBBとは、当社が提供している独自のインターネットプロバイダサービスでございます。

インターネットに接続するためのサービスで、詳細は以下の通りです。

*   **月額料金**: 1,100円
*   **初期費用**: 無料
*   **お支払い方法**: 請求書払い・口座振替・クレジットカード払いの3種類からお選びいただけます。
*   **契約期間**: 2年契約となります。
*   **その他**: メールアドレスを最大3つまでご利用いただけます。

ご不明な点がございましたら、お気軽にお尋ねください。",0.773,〇
68,同じ敷地でルーターの場所を移動したい,敷地内移転になります。\n0120-36-3624までお問い合わせください。\n※おおよそ1ヶ月程かかります。,"お問い合わせいただきありがとうございます。
同じ敷地内でのルーターの移設についてですね。

基本的には、ルーターに接続されている電源ケーブルやLANケーブルなどを一旦すべて取り外し、移動させたい場所で再度正しく接続していただくことで移設が可能です。

ただし、壁に設置された情報コンセント（LANケーブルや光ケーブルの差込口）がある場所に限られますのでご注意ください。

もし移設後にインターネットへ接続できなくなった場合は、一度ルーターの電源を入れ直す（再起動する）と改善することがございます。

ご自身での作業にご不安がある場合や、再起動しても問題が解決しない場合は、担当部署でサポートいたしますので、お気軽にお申し付けください。",0.805,〇
69,電話が使えなくなりました。どのようにすればよろしいですか,故障が考えられます。\nNTTルーター(HGW)のプランのひかり電話をご確認ください。\nランプが消灯していた場合は、故障になります。\n0120-805-113または0120-36-3624までお問い合わせください。,"お電話がご利用になれないとのこと、ご不便をおかけしております。

お電話が使えない場合、光回線をご利用いただくための機器であるONU（光回線終端装置）に何らかの問題が発生している可能性がございます。

大変お手数ですが、一度ONUの再起動をお試しいただけますでしょうか。

**【再起動の手順】**
1. ONUの電源アダプターをコンセントから抜きます。
2. 1分ほどお待ちいただいた後、再度コンセントに差し込みます。
3. 機器のランプが正常に点灯するまで、数分お待ちください。

もし、再起動しても状況が改善されない場合は、詳細な状況をお調べいたしますので、お手数ですが担当部署までお問い合わせください。",0.8,〇
70,送付住所変更希望,毎月届く請求書や明細などの送付物の宛名・住所に変更されたい場合は、お電話のみ承っております。\n0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。
書類などの送付先住所の変更をご希望とのこと、承知いたしました。

申し訳ございませんが、お調べいたしましたが、住所変更のお手続きに関する具体的な情報を見つけることができませんでした。

大変恐れ入りますが、お手続きの詳細につきましては担当部署にてご案内いたしますので、弊社カスタマーサポートまで直接お問い合わせいただけますでしょうか。

お手数をおかけいたしますが、よろしくお願い申し上げます。",0.817,〇
71,解約はどのくらいまえに連絡すればよろしいですか,解約を希望する1ヶ月前までにご連絡ください。,"お問い合わせありがとうございます。

申し訳ございませんが、いただいた情報の中には、解約をご希望の場合にいつまでにご連絡が必要か、という具体的な期間についての記載がございませんでした。

お手数をおかけいたしますが、詳細につきましては、ご契約時の書類をご確認いただくか、担当部署へ直接お問い合わせいただけますでしょうか。
どうぞよろしくお願いいたします。",0.788,〇
72,請求書の支払期限がきれてしまいました。どのようにすればよろしいですか,自動的に再送されます。,"お問い合わせいただき、ありがとうございます。

お支払期限が過ぎてしまった請求書につきましては、後日自動的に再送されますのでご安心ください。

新しい請求書がお手元に届きましたら、そちらでお支払いのお手続きをお願いいたします。
お手数をおかけいたしますが、請求書の到着まで今しばらくお待ちいただけますようお願い申し上げます。",0.745,〇
