No,質問,期待回答,実際回答,スコア,判定
34,ビジネスホンの取り扱いはしておりますか,取り扱いしております。\n詳しくは0120-36-3624までお問い合わせくださいませ。,"お問い合わせいただきありがとうございます。

誠に申し訳ございませんが、お調べしたところ、ビジネスホンの取り扱いに関する情報が見つかりませんでした。
お力になれず大変恐縮です。",0.0,×
35,複合機の取り扱いはしておりますか,取り扱いしております。\n詳しくは0120-36-3624までお問い合わせくださいませ。,"お問い合わせいただきありがとうございます。

誠に申し訳ございませんが、ご質問いただいた複合機の取り扱いにつきまして、こちらでは情報が見つかりませんでした。
お力になれず、大変申し訳ございません。",0.0,×
36,防犯カメラの取り扱いはしておりますか,取り扱いしております。\n屋外用・屋内用やパンチルト対応の機器など様々な取り扱いがあり、セット価格でご提供ができます。\n詳しくは0120-36-3624までお問い合わせくださいませ。,"お問い合わせいただきありがとうございます。

申し訳ございませんが、いただいた情報の中には、防犯カメラの取り扱いに関する記載がございませんでした。
詳細につきましては、担当部署へご確認いただけますでしょうか。

お手数をおかけしますが、よろしくお願いいたします。",0.831,〇
37,インターネットの設定で、PPPoEとは何ですか,インターネットの接続方式の一つになります。\n類似の接続方式で、IPoE方式の接続もございます。\nご利用の用途に合わせ当社専門スタッフが判断しお客様に提案いたします。,"お問い合わせいただきありがとうございます。
インターネットの設定に関するご質問ですね。

PPPoEとは、インターネットに接続するための通信方式の一つです。
プロバイダーから提供されるIDとパスワードを使って認証を行い、インターネットへ接続するのが大きな特徴で、従来からある接続方式となります。

ちなみに、最近では「IPoE」という新しい接続方式もございます。こちらはIDやパスワードの入力が不要で、より高速な通信が期待できる次世代の方式です。

ご不明な点がございましたら、またお気軽にお尋ねください。",0.885,〇
38,契約者の名義は変更できますか,変更できます。\n名義となる方の身分証明書を当社までご送付願います。\n名義変更までおおよそ1ヶ月程となります。\n\n【必要書類】\n個人 → 個人(新) ●新しく契約者になるかたの身分証明書【運転免許証又はマイナンバーカード  健康保険証と公共料金の表の写し2枚1セット】\n個人 → 法人 ●登記簿の写し\n法人 → 個人 ●新しく契約者になるかたの身分証明書【運転免許証又はマイナンバーカード 健康保険証と公共料金の表の写し2枚1セット】\n法人 → 法人(新) ●登記簿の写し,"お問い合わせありがとうございます。

はい、契約者の名義変更は可能でございます。

お手続きには、新しく名義人となられる方の確認書類などを弊社までご送付いただく必要がございます。名義変更が完了するまでには、おおよそ1ヶ月ほどお時間をいただいております。

必要となる書類は、現在の契約形態と新しい名義によって異なります。

**【必要書類】**

*   **個人 → 新しい個人**
    新しく契約者になる方の本人確認書類
    （運転免許証、マイナンバーカード、または健康保険証と公共料金の明細書の写し）
*   **個人 → 法人**
    登記簿の写し
*   **法人 → 個人**
    新しく契約者になる方の本人確認書類
    （運転免許証、マイナンバーカード、または健康保険証と公共料金の明細書の写し）
*   **法人 → 新しい法人**
    登記簿の写し

ご不明な点がございましたら、お気軽にお尋ねください。",0.872,〇
39,確定申告で通信費用の明細が必要です。ご利用明細を1年分送ってもらうことはできますか,可能です。\n手数料330円となります。\n0120-36-3624までお問い合わせいただき、郵送で送付いたします。,"はい、確定申告でご利用になる通信費用の明細を1年分発行することは可能でございます。

発行をご希望の場合、手数料として330円（税込）を頂戴しております。
お手数ですが、以下の窓口までご連絡ください。お手続きの後、明細を郵送にてお送りいたします。

【お問い合わせ窓口】
電話番号：0120-36-3624

ご不明な点がございましたら、お気軽にお尋ねください。",0.829,〇
40,電話が故障しました。どのようにすればよろしいですか,新しい電話機をご用意ください。\n新しい電話機を設置後、それでも電話が利用できない場合は回線の故障が考えられます。\n0120-805-113までお問い合わせください。,"お電話の故障とのこと、ご不便をおかけしております。

お問い合わせいただいた件についてお調べしましたが、あいにく関連する情報が見つかりませんでした。誠に申し訳ございません。

一般的なご案内となりますが、まずは電話機本体の電源の入れ直しや、配線が抜けていないかをご確認いただけますでしょうか。

それでも改善されない場合は、詳しい状況を確認する必要がございますので、お手数ですが、社内のITサポートデスク等の担当部署へご連絡いただけますようお願い申し上げます。",0.0,×
41,インターネットが繋がらなくなりました。どのようにすればよろしいですか,各種ルーターの再起動を実施してください。\n下記ルーターの電源をOFF、ONをを行ってください。\n\n〜それでも解決しない場合〜\nランプ状態をご確認ください。\n\n①ルーター電源ランプ 消灯 → 電源が入っていない → 電源が入っている場合は、故障 ■0120-805-113故障センターまでお電話ください。\n\n②PPPランプ → 緑 → 正常に繋がています → WiFiルーター又は無線LANカードに原因があります。 ■Wi-Fiルーターの再起動を実施してください、又は0120-36-3624までお問い合わせください。\nPPPランプ → 消灯 → インターネット未接続 インターネット接続の再設定が必要です。 ■0120-36-3624までお問い合わせください。\n\n③ひかり電話ランプ → 消灯 → ひかり電話の契約がある場合は、ルーターの故障が考えられます。 ■0120-805-113故障センターまでお電話ください。\n\n④ACTランプ → 消灯 → 故障です。 ■0120-805-113故障センターまでお電話ください。\n\n⑤登録ランプ → 消灯 → 故障です。 ■0120-805-113故障センターまでお電話ください。\n\n⑥認証ランプ → 消灯 → 装置運用準備中または装置故障 ■0120-805-113故障センターまでお電話ください。\n\n⑦UNIランプ → 消灯 → 故障 ■0120-805-113故障センターまでお電話ください。\n\n⑧光回線ランプ → 消灯 → 橙点灯又は消灯 → 故障 ■0120-805-113故障センターまでお電話ください。\n\n参考URL https://www.ntt-west.co.jp/kiki/support/hgw_lamp/,"インターネットに接続できないとのこと、ご不便をおかけしております。

恐れ入りますが、まずは以下の操作をお試しいただけますでしょうか。

1.  **通信機器の再起動**
    ONU（光回線終端装置）やWi-Fiルーターの電源コードをコンセントから抜き、1分ほどお待ちいただいた後、再度差し込んでください。機器が完全に起動するまで、5分ほどお待ちください。

2.  **ご利用端末の再起動**
    パソコンやスマートフォンなど、インターネットに接続したい端末の再起動もお試しください。

3.  **配線の確認**
    各機器に接続されているケーブルが、緩んでいたり抜けたりしていないか、一度ご確認ください。

上記をお試しいただいても状況が改善しない場合は、お手数ですが、より詳細な状況をお調べいたしますので、再度お問い合わせください。",0.955,〇
42,スリム光電話で携帯電話などへの発信ができません。どうしたらいいですか,恐らく電話機の機能で、発信番号の前に00から始まるマイラインの登録をされている可能性がございます。\n電話機の操作で、マイラインの解除を行ってください。\nそれでも解消されない場合は、0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。

スリム光電話で携帯電話などへ発信ができず、ご不便をおかけしております。

お調べいたしましたが、ご質問いただいた内容に関する情報が見つかりませんでした。
一般的な対処法として、以下の内容をご確認いただくことで改善する可能性がございます。

*   **機器の再起動**
    光電話対応ルーターや電話機の電源を一度切り、数分待ってから再度電源を入れ直してみてください。

*   **配線の確認**
    電話機とルーターを繋ぐ電話線が、しっかりと差し込まれているかご確認ください。

もし、上記をお試しいただいても改善しない場合は、詳しい状況をお調べいたします。
大変お手数ですが、専門のサポート窓口へお問い合わせいただけますでしょうか。",0.0,×
43,転送電話(ボイスワープ)の設定方法を教えてください。,無条件転送と無応答時転送2つが主にご利用される設定方法になります。\n手順1で転送先の電話番号を登録します。\n手順2は無応答時転送の呼び出し回数を設定します。(無条件転送の場合は不要です)\n手順3で転送の方法を指定し、転送を開始します。\n手順4で転送を終了します。\n\n〜手順〜\n\n【手順1】\n転送先電話番号を登録する\nご利用を開始する前に転送先電話番号を登録します。\n142 → ガイダンス → 2 → ガイダンス → 転送先電話番号 → ガイダンス → 完了\n\n【手順2】\n呼び出し回数を設定する\n転送先電話番号を登録した後、呼び出し回数の登録を行います。\n転送元の電話のベルが鳴る回数を0〜9回までのいずれかに指定できます。\n\n142 → ガイダンス → 3 → ガイダンス → 呼び出し回数(0〜9) → ガイダンス → 完了\n\n【手順3】\n転送開始の設定をする\n142 → ガイダンス → 1 ガイダンス → 1 → 無条件転送\n142 → ガイダンス → 1 ガイダンス → 2 → 無応答時転送\n\n【手順4】\n転送を停止する\n142 → ガイダンス → 0 → ガイダンス → 完了,"お問い合わせありがとうございます。
転送電話（ボイスワープ）の設定方法についてご案内します。

主な設定方法として、かかってきた電話をすべて転送する「**無条件転送**」と、電話に出られなかった場合のみ転送する「**無応答時転送**」の2種類がございます。

ご利用の電話から「142」にダイヤルし、音声ガイダンスに従って以下の手順で設定してください。

---

### **【手順1】転送先電話番号の登録**
最初に、転送させたい先の電話番号を登録します。
1.  「142」にダイヤルします。
2.  音声ガイダンスに従い「2」を押します。
3.  転送先の電話番号を入力します。

### **【手順2】呼び出し回数の設定（無応答時転送の場合のみ）**
無応答時転送をご利用になる場合は、何回呼び出し音が鳴った後に転送するかを設定します。（0～9回まで）
1.  「142」にダイヤルします。
2.  音声ガイダンスに従い「3」を押します。
3.  呼び出し回数を入力します。

### **【手順3】転送の開始**
ご希望の転送方法に合わせて設定を開始します。
1.  「142」にダイヤルします。
2.  音声ガイダンスに従い「1」を押します。
3.  ご希望の転送方法の番号を押してください。
    *   **無条件転送の場合**：「1」を押します。
    *   **無応答時転送の場合**：「2」を押します。

### **【手順4】転送の停止**
転送を停止する場合は、以下の操作を行ってください。
1.  「142」にダイヤルします。
2.  音声ガイダンスに従い「0」を押します。

---

以上が設定方法となります。
ご不明な点がございましたら、お気軽にお尋ねください。",0.883,〇
44,電話回線を複数持ちたいです。どのようにすればいいですか,電話回線、電話番号を複数ご利用頂くことは可能です。\n当社にて、複数の回線・番号のヒアリングを行いご提供いたします。\n複数の電話回線・番号をご利用するためには、ビジネスホンが必要です。\n0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。
電話回線を複数持ちたいとのことでございますね。

恐れ入りますが、いただいたご質問に直接お答えできる情報が見つかりませんでした。

一般的に、電話回線を複数ご利用いただく場合は、追加で新規のご契約が必要となります。
お客様のご利用状況によって最適なプランが異なるため、お手数ですが、担当窓口にてご相談いただけますでしょうか。詳細な手続きや料金についてご案内させていただきます。",0.0,×
45,転送電話の通話料金はいくらかかりますか,1分 17.6円になります。\n1分単位の課金でご利用できます。\n例)10分 17.6円*10回 = 176円となります。,"お問い合わせいただきありがとうございます。
転送電話の通話料金についてですね。

お調べしましたが、具体的な通話料金に関する情報が見つかりませんでした。大変申し訳ございません。

一般的に、転送電話サービスをご利用の場合、転送元の電話から転送先の電話へつなぐための通話料金が発生し、その料金は転送サービスをご契約されているお客様のご負担となります。

詳細な料金はご契約プランや転送先の電話番号によって異なりますので、お手数ですが担当部署までご確認いただけますでしょうか。",0.0,×
46,国内の固定電話の通話料金はいくらかかりますか,3分 8.8円となります。\n3分単位の課金でご利用できます。\n例) 10分 8.8円*10回 = 88円となります。,"お問い合わせいただき、ありがとうございます。

国内の固定電話の通話料金についてですね。
誠に申し訳ございませんが、お調べいたしましたが、ご質問いただいた通話料金に関する情報が見つかりませんでした。

一般的に、固定電話の通話料金は、通話先の距離（市内・市外など）や時間帯、ご契約いただいている料金プランによって異なります。

大変お手数をおかけいたしますが、詳細な料金につきましては、ご契約内容をご確認いただくか、担当窓口までお問い合わせくださいますようお願い申し上げます。",0.0,×
47,携帯電話への発信の通話料金はいくらかかりますか,1分 17.6円になります。\n1分単位の課金でご利用できます。\n例) 10分 17.6円*10回 = 176円となります。,"お問い合わせいただきありがとうございます。

申し訳ございません。お問い合わせいただいた携帯電話への発信の通話料金に関する情報が見つかりませんでした。

通話料金は、お客様がご契約されている料金プランによって異なる場合がございます。
大変お手数ではございますが、ご契約内容をご確認いただくか、担当部署へお問い合わせくださいますようお願い申し上げます。",0.0,×
48,電話を解約して、インターネットだけの契約にしたい。どうすればいいですか,まずは、0120-36-3624にお問い合わせください。\nオペレータにて受付をいたしまして、インターネットの廃止日を決定いたします。\n特に工事はありませんので、そのままの設備でご利用頂けます。\n\n-月額使用料金-\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクスト 3850円※1\n※税込\n※1(ナンバーディスプレイ 440円・ボイスワープ 550円・キャッチホン330円・迷惑電話お断りサービス 220円・ナンバーリクエスト 220円)\n\n契約期間は2年となり、満了以外の場合は2000円の解約金がかかります。\n\nQ. 電話プランに変更時、今までの利用期間はどうなりますか？また解約金はかかりますか？\nA. 解約金がかかります。プラン変更時にリセットされ、変更日が契約開始日となります。,"お問い合わせありがとうございます。
電話契約のみを解約し、インターネット契約は継続されたいとのこと、承知いたしました。

大変申し訳ございませんが、お調べしたところ、具体的なお手続き方法に関する情報が見つかりませんでした。

ただ、関連情報といたしまして、契約期間の途中でプラン変更をされますと、違約金が発生する場合がございますのでご留意ください。

つきましては、大変お手数をおかけいたしますが、契約状況の確認も含め、担当の窓口まで直接お問い合わせいただけますでしょうか。
ご期待に沿えず申し訳ございませんが、よろしくお願いいたします。",0.0,×
49,通話明細を出してほしい,可能です\n0120-36-3624までお問い合わせください。\n発行手数料として、550円かかります。,"お問い合わせいただきありがとうございます。
通話明細の発行をご希望とのこと、承知いたしました。

誠に申し訳ございませんが、いただいた情報の中には、通話明細の発行手続きに関するご案内が見当たりませんでした。

大変お手数をおかけいたしますが、詳細なご確認および発行手続きにつきましては、担当のサポート窓口にて承っております。お手数ですが、そちらへ直接お問い合わせいただけますでしょうか。

ご不便をおかけいたしますが、何卒よろしくお願い申し上げます。",0.0,×
50,引越し先でも同じ電話番号を使うことはできますか？,お引越し先によります、\n詳しくお調べ致しますので、0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。

引越し先で同じ電話番号を引き続きご利用いただけるかどうかは、移転先のエリアによって異なります。

一般的に、現在お住まいの地域と同じ市区町村内へのお引越しなど、比較的近距離の場合は、同じ電話番号をご利用いただけることが多いです。
一方で、市区町村をまたぐようなお引越しの場合は、電話番号が変更になる可能性がございます。

お客様の詳しい状況を確認させていただきたく存じますので、お手数ですが、担当部署までお問い合わせいただけますでしょうか。",0.854,〇
51,迷惑電話が多いので、電話を着信拒否した,電話機側の機能と回線側の機能とございます。\n\n【回線側の機能】\n迷惑電話を受けた直後に、電話機から登録操作を行うことで、同じ電話番号からの着信を拒否できます。\n登録した電話番号からかかってきた場合、自動的にメッセージで応答します。\n登録した電話番号以外からかかってきた場合は、通常の対応が可能です。\n\n【サービスの種類】\nひかり電話番号毎での登録・ひかり電話回線での登録の2つございます。\n最大30個の電話番号を拒否登録できます。\n月額料金 220円(ひかり電話番号毎の場合は契約数分かかります)\n\n事務手数料 2200円\n\n迷惑電話登録機能が装備されている電話機をご利用であれば、無料でご利用いただけます。(ナンバーディスプレイが必要),"迷惑電話が多いとのこと、大変ご不便をおかけしております。
着信拒否の設定をされたのですね。

恐れ入りますが、お調べしましたところ、現在ご案内できる情報の中に、着信拒否サービスに関する詳細なご案内が見つかりませんでした。

もし、弊社が提供するサービスでの詳しい設定方法や、その他の迷惑電話対策サービスについてお知りになりたい場合は、お手数ですがサポート窓口までお問い合わせいただけますでしょうか。

お力になれず申し訳ございませんが、何卒よろしくお願い申し上げます。",0.0,×
52,現在電話のみの契約ですが、WiFiも利用したいと思います。どのようにすればいいですか,当社よりご契約のプランをインターネットコースに変更し、インターネットをご利用いただくためのＩＤとパスワードを発行しお客様に郵送いたします。\n到着後、インターネット設定を行いWi-Fiの機器を接続頂きましたらWi-Fiがご利用頂けるようになります。\n(V6プラスの場合は、インターネット設定は不要です。)\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。
現在のお電話のみのご契約に加えて、Wi-Fiもご利用になりたいとのこと、承知いたしました。

Wi-Fiをご利用いただくには、まずご契約プランを「インターネットコース」へ変更する必要がございます。
お手続きが完了しますと、当社よりインターネット接続用のIDとパスワードを郵送いたします。
IDとパスワードがお手元に届きましたら、インターネットの接続設定を行い、Wi-Fiルーターなどの機器を接続していただくことで、Wi-Fiがご利用可能になります。
（なお、V6プラスをご利用の場合は、インターネットの接続設定は不要です。）

プラン変更のお手続きや、より詳しいご案内につきましては、お手数ですが以下の窓口までお問い合わせください。

**お問い合わせ窓口：0120-36-3624**

その他ご不明な点がございましたら、お気軽にお尋ねください。",0.857,〇
53,電話リレーサービス料とは何ですか,電話リレーサービス料とは、聴覚や発話に困難のある方と通話する電話リレーサービスの提供に必要な費用を、電話利用者が負担する料金です。\n詳細は下記総務省のページをご参照ください。\nhttps://www.soumu.go.jp/menu_seisaku/ictseisaku/telephonerelay/index.html,"お問い合わせありがとうございます。
電話リレーサービス料についてご説明しますね。

こちらは、耳の聞こえない方や発話が困難な方などが電話を利用するための「電話リレーサービス」を、社会全体で支えるための料金です。

このサービスでは、通訳オペレーターが手話や文字と音声を通訳することで、スムーズな会話を可能にします。
電話をご利用の皆様に、電話番号ごとに公平にご負担いただくことで、この公共性の高いサービスが維持されています。

ご理解いただけますと幸いです。",0.768,〇
54,ユニバーサル料金とは何ですか,「ユニバーサルサービス料」とは、加入電話・公衆電話・緊急通報などの電話サービス （ユニバーサルサービス）を日本全国に安定的に供給できるよう、必要となる費用をお客様にご負担いただいております。\n詳細は下記総務省のページをご参照ください。 \nhttps://www.soumu.go.jp/main_sosiki/joho_tsusin/universalservice/,"お問い合わせいただき、ありがとうございます。
ユニバーサル料金（ユニバーサルサービス料）についてご説明します。

ユニバーサルサービス料とは、加入電話や公衆電話、110番・119番などの緊急通報といった、国民の生活に不可欠な電話サービスを日本全国で公平に提供するために必要な費用です。
その費用を、電話サービスをご利用のお客様に、お使いの電話番号の数に応じてご負担いただく料金制度となります。

ご不明な点がございましたら、お気軽にお尋ねください。",0.807,〇
55,電報は使えますか,ご利用頂けます。\nひかり電話から電報を送るには、「115」に電話をかけて、電報の種類や届け先、メッセージなどを伝えます。\n【手順】\n電話番号「115」にダイヤルする\nおかけになっている電話番号とお名前を伝える\nオペレーターの質問に答える\n電報の種類(お祝い・お悔み等)、お届け日、漢字使用の有無、お届け先・お名前、メッセージなどを伝える\n電報料金は、お申込みの際にお使いになった電話番号の電話料金と一緒にお支払いとなります。,"お問い合わせいただき、ありがとうございます。

ご質問いただいた電報のご利用についてお調べしましたが、あいにく関連する情報が見つかりませんでした。
お役に立てず、大変申し訳ございません。",0.0,×
56,口座振替の振替日は毎月いつ頃になりますか,毎月27日になります。\n27日が平日以外の場合は、翌日または翌々日の平日に引落となります。,"お問い合わせいただきありがとうございます。

申し訳ございません。お問い合わせいただいた口座振替の振替日に関する情報が見つかりませんでした。

振替日はお客様のご契約内容によって異なる場合がございますので、お手数ですがご契約書類をご確認いただくか、担当部署までお問い合わせくださいますようお願いいたします。",0.0,×
57,毎月の利用料金の明細を郵送してほしい,口座振替・クレジット払いのお客様のみ可能です。\n明細費用ですが、送料込みで220円となります。\nマイページからも印刷できます。,"お問い合わせいただき、ありがとうございます。

誠に申し訳ございませんが、利用料金明細の郵送手続きに関する情報が、私の手元では確認できませんでした。

大変お手数をおかけいたしますが、詳細につきましては担当部署へ直接お問い合わせいただけますでしょうか。

ご期待に沿えず申し訳ございませんが、何卒よろしくお願い申し上げます。",0.775,〇
58,サービスを解約したい。どのように手続きをすればよろしいですか,当社まで解約のお問い合わせを頂き、解約を受理後、解約日を決定します。\n書面で送付致しますので、解約日を持ちましてサービスが終了となります。\nご利用頂いてるNTTルーター(ONUやHGW)はご返却キッドが送付されますので、そのキッドを利用しご返却ください。\n当社よりWi-Fいルーターをレンタルされているお客様にも同様に返却キッドが送付されますので、そのキッドを利用し、ご返却ください。ご利用頂いた月の翌月が最後のご請求となります。,"お問い合わせいただきありがとうございます。

申し訳ございませんが、ご質問いただいたサービスの具体的な解約手続き方法に関する情報が見つかりませんでした。
お手数をおかけいたしますが、詳細につきましては担当部署へ直接お問い合わせいただけますでしょうか。

なお、ご参考までに、本サービスには契約期間が設けられております。
契約期間は2年間の自動更新となっており、契約満了時以外にご解約される場合は、プランに応じて所定の違約金（定額制プランは5,000円、電話のみのプランは2,200円）が発生する可能性がございますので、ご留意ください。

ご期待に沿えず大変恐縮ですが、何卒よろしくお願い申し上げます。",0.0,×
59,メールアドレスを使いたい。どのようにすればよろしいですか,0120-36-3624までお問い合わせください。\n設定を遠隔又は口頭でご案内いたします。,"こんにちは。
お問い合わせいただき、ありがとうございます。

お問い合わせの「メールアドレスのご利用方法」についてですが、あいにく【参考情報】の中から関連する情報を見つけることができませんでした。誠に申し訳ございません。

もしよろしければ、どのようなメールアドレスのご利用をご希望か、もう少し詳しく教えていただけますでしょうか。

例えば、当社とのご契約で提供されるメールアドレスのご利用をご希望の場合は、ご契約時にお送りした書類に設定情報などが記載されておりますので、一度ご確認いただけますと幸いです。

もし書類がお手元にない場合や、その他ご不明な点がございましたら、お手数ですが改めてお問い合わせください。",0.818,〇
60,IPv6に変更したい。どのように設定すればいいか教えてください,当社よりIPv6プラスをご利用頂くための信号を送信いたします。\n・NTTルーター(HGW)タイプであれば、当社にご連絡頂くだけで自動的に変更となります。\n・Wi-Fiルーターでご利用の場合は、設定をIPv6プラスに変更頂く必要がございます。,"お問い合わせいただき、ありがとうございます。
IPv6への変更方法についてですね。

ご利用のルーターの種類によって設定方法が異なります。

*   **NTTのルーター（HGW）をご利用の場合**
    当社にご連絡いただけましたら、こちらからIPv6プラスをご利用いただくための信号を送信し、自動的に変更が完了いたします。お客様側での設定作業は特に必要ございません。

*   **市販のWi-Fiルーターをご利用の場合**
    お使いのWi-Fiルーターの設定画面にて、接続方式を「IPv6プラス」に変更していただく必要がございます。

詳細な設定手順はルーターの機種によって異なりますので、お手数ですが、取扱説明書をご確認いただくか、ルーターのメーカーへお問い合わせください。

ご不明な点がございましたら、お気軽にお知らせください。",0.857,〇
61,口座振替をしていますが、残高不足で料金が引落されませんでした。どのようにして利用料金をお支払いすればよろしいですか,自動的にコンビニエンスストアなどでお支払頂くことができる請求書が郵送されます。\nお急ぎの場合は、当社までお問い合わせ頂きますと銀行振込でお支払いただくこともできます。,"お問い合わせいただきありがとうございます。

口座振替ができなかったとのこと、ご心配をおかけしております。

残高不足などでお引き落としができなかった場合、後日、お支払い用の請求書が自動的に送付されます。
お手数ですが、請求書がお手元に届きましたら、そちらをご利用の上お支払いをお願いいたします。",0.786,〇
62,口座振替をしていますが、料金の引き落としがされませんでした。理由を教えてください。,残高不足や、口座振替提出時の不備などになります。\n当社までお問い合わせ頂きますと、詳しく詳細をお調べすることができます。\n0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。
料金の引き落としがされなかったとのこと、ご心配をおかけしております。

口座振替が正常に行われなかった場合、主に以下のような理由が考えられます。

*   ご登録口座の残高が不足していた
*   ご登録の口座情報（口座番号や名義など）に誤りがあった
*   金融機関側のシステムメンテナンス等

お手数ではございますが、まずはご登録いただいている口座の残高をご確認いただけますでしょうか。

残高に問題がない場合や、詳しい状況を確認されたい場合は、担当部署にてお調べいたしますので、お手数ですがカスタマーサポートまでご連絡いただきますようお願いいたします。",0.845,〇
63,マイページの利用方法を教えてください。,下記、URLよりログインいただきます。\nhttps://www.slim-j.net/mypage/ \n※IDとパスワードは、会員登録書に記載があります。紛失してしまった場合は再発行いたしますので、当社までお問い合わせください。\nログイン後、年・月毎で検索できるページが表示されます。\nご覧頂きたい月・印刷をしたい月を検索し、ご利用ください。,"お問い合わせいただきありがとうございます。

申し訳ございません。お調べいたしましたが、ご質問いただいた「マイページの利用方法」に関する情報が見つかりませんでした。

お手数をおかけし大変恐縮ですが、詳細につきましては担当部署へご確認いただけますでしょうか。
ご期待に沿えず、申し訳ございません。",0.0,×
64,Wi-Fiセキュリティ規格WPAについて教えてください。,WPAは、Wi-Fiの通信内容を暗号化するためのセキュリティ規格です。\n\n【WPAの特徴】\n個人と法人の両方で利用できる\nWEP(Wired Equivalent Privacy)の脆弱性を解消・軽減するために導入されたました。\nTKIP(Temporal Key Integrity Protocol)と呼ばれる仕組みを採用しています。\n\n【WPAのバージョン】\nWPA2(Wi-Fi Protected Access 2)は、WPAよりもセキュリティを強化した規格です。\nWPA3はWPA2の後継で、2018年7月に公開された。2020年7月にはすべてのWi-Fi無線機器がWPA3をサポートすることが義務化されました。\n【WPA3のメリット】\nKRACKへの対処するための仕組みが追加されています。\nWPA2と比べてセキュリティ強度が向上しているます。\nユーザーが攻撃者に推測されやすいパスワードを設定していても優れた保護能力を発揮します。\nユーザー自身が覚えやすいパスワードを設定することが可能になりました。,"お問い合わせありがとうございます。
Wi-Fiセキュリティ規格のWPAについてですね。

WPA（Wi-Fi Protected Access）は、Wi-Fiの通信内容を暗号化するためのセキュリティ規格です。以前の規格であるWEPの脆弱性を解消するために導入されました。

現在では、WPAをさらに強化した「WPA2」や、その後継である最新の「WPA3」が主流となっています。

特に最新のWPA3には、以下のようなメリットがあります。

*   **セキュリティの向上**: WPA2よりもさらにセキュリティが強化されています。
*   **脆弱性への対策**: KRACKと呼ばれる脆弱性への対策が追加されています。
*   **パスワードの保護強化**: ユーザーが推測されやすいパスワードを設定していても、高い保護能力を発揮するため、ご自身が覚えやすいパスワードを設定しやすくなりました。

ご参考になれば幸いです。",0.771,〇
65,マイページのIDとパスワードを紛失してしまい、マイページに入ることができません。IDとパスワードを教えてください。,マイページ情報の記載がある会員登録証を再発行し、お客様のご契約住所まで送付させて頂きます。\n0120-36-3624 サポートセンターまでお問い合わせください。,"お問い合わせいただきありがとうございます。
マイページのIDとパスワードをお忘れになり、ログインできずご不便をおかけしております。

セキュリティ保護のため、IDとパスワードをチャットボットから直接お伝えすることができかねます。
つきましては、マイページの情報が記載された会員登録証を再発行し、ご契約の住所へ郵送させていただきます。

大変お手数をおかけいたしますが、下記サポートセンターまでご連絡くださいますようお願いいたします。

**【サポートセンター】**
電話番号：0120-36-3624",0.836,〇
66,スリム光サービスの月額料金を教えてください。,東西一律、下記料金となります。\nスリム光クロスF・M(定額制 1Gbps) 6050円\nスリム光ギガタイプファミリータイプ(定額制 1Gbps) 5280円\nスリム光ギガタイプマンションタイプ(定額制 1Gbps) 3850円\n※プロバイダ込\n\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクストA 3850円\n全て税込価格,"お問い合わせいただき、ありがとうございます。

スリム光サービスの月額料金についてですね。
申し訳ございません。お調べしましたが、月額料金に関する情報が見つかりませんでした。

月額料金はご契約のプランによって異なる場合がございますので、お手数ですが、ご契約時の書類をご確認いただくか、担当部署へお問い合わせいただけますでしょうか。

ご期待に沿えず申し訳ございませんが、よろしくお願いいたします。",0.0,×
67,スリムBBとは何ですか,当社独自のインターネットプロバイダサービスとなります。\n\n【プロバイダとは】\nインターネットに接続するためのサービスを提供する事業者のことで、インターネットサービスプロバイダ(ISP)とも呼ばれます。\n\n【月額料金】\n1100円となります。\n\n【初期費用】\n無料\n\n【接続方式】\nIPoE PPPoE\n\n【支払い方法】\n請求書払い・口座振替・クレジット支払の3種類からお選び頂けます。\n\n【契約期間】\n2年完走型\n\n【メールアドレス】\n最大3つまで,"お問い合わせありがとうございます。

スリムBBとは、当社が提供する独自のインターネットプロバイダサービスでございます。

インターネットに接続するためのサービスで、詳細は以下の通りです。

*   **月額料金**：1,100円
*   **初期費用**：無料
*   **接続方式**：IPoE方式とPPPoE方式に対応しております。
*   **お支払い方法**：請求書払い・口座振替・クレジットカード払いの3種類からお選びいただけます。
*   **契約期間**：2年契約となります。
*   **メールアドレス**：最大3つまで発行可能です。

ご不明な点がございましたら、お気軽にお尋ねください。",0.755,〇
68,同じ敷地でルーターの場所を移動したい,敷地内移転になります。\n0120-36-3624までお問い合わせください。\n※おおよそ1ヶ月程かかります。,"お問い合わせいただき、ありがとうございます。
同じ敷地内でルーターの場所を移動されたいとのこと、承知いたしました。

配線が届く範囲でのご移動であれば、お客様ご自身でルーターを移動していただくことが可能です。
その場合、一度ルーターの電源を切り、ケーブルを抜いてから移動し、再度配線と電源の投入をお願いいたします。

もし、光コンセント（光回線の差込口）の移設や配線の延長が必要な場合は、別途工事が必要となる場合がございます。
その際は専門の担当者がお伺いする必要がございますので、詳細をお聞かせいただけますでしょうか。

ご不明な点がございましたら、お気軽にお申し付けください。",0.766,〇
