node_id,parent_id,label,node_type,"answer"
after_option_warp,after_option,転送電話の通話料金,answer,"1分 17.6円。\n1分単位で課金される。\n例)10分 17.6円×10回 = 176円"
after_option_landline,after_option,国内固定電話の通話料金,answer,"3分 8.8円。\n3分単位で課金される。\n例) 10分 8.8円÷3分×10回 = 26.4円"
after_option_trans,after_option,携帯電話への発信料金,answer,"1分 17.6円。\n1分単位で課金される。\n例) 10分 17.6円×10回 = 176円"
after_other_service,after_other,各サービスの月額一覧,answer,"東西一律（プロバイダー込み、税込）\n- スリム光クロス：6,050円\n- スリム光ギガタイプファミリータイプ：5,280円\n- スリム光ギガタイプマンションタイプ：3,850円\n- スリムひかり電話ネクスト：2,750円\n- スリムひかり電話ネクストA：3,850円"
after_other_relayservice,after_other,電話リレーサービス料,answer,"電話リレーサービスは、聴覚や言語に障がいがある方が電話を利用できるサービス。\n電話リレーサービス料は、そのサービス提供に必要な費用で、全ての電話契約者が負担。\n詳細は総務省のページ参照：[こちら](https://www.soumu.go.jp/menu_seisaku/ictseisaku/telephonerelay/index.html)"
after_other_universal,after_other,ユニバーサル料金,answer,"ユニバーサルサービスは、すべての人が平等に通信サービスを利用できるようにする仕組み。\nユニバーサル料は、通信インフラが整っていない地域にもサービスを提供するために、全ての電話利用者が負担する料金。\n詳細は総務省のページ参照：[こちら](https://www.soumu.go.jp/main_sosiki/joho_tsusin/universalservice/)"
after_arrears_time,after_arrears,未納停止後の復旧時間,answer,"入金確認後、早ければ30分〜1時間ほどで復旧する。遅い場合は数時間かかることもある。\n復旧作業は手動対応のため、営業時間内のみ受付可能。\n・平日：10:00〜19:00\n・土曜：10:00〜17:00\n・日曜、祝日、年末年始：対応不可"
after_arrears_method,after_arrears,未引落時の支払い方法,answer,"口座振替で残高不足や何らかの理由で引落がされなかった場合、コンビニ払い対応の請求書が自動郵送される。\n連絡をすれば銀行振込も可能。"
after_arrears_expired,after_arrears,請求書の期限切れ,answer,"請求書の支払期限が切れた場合は、自動再送される。\n期限切れ時はこちらから連絡を行う。2～3回連続で未払いの場合、強制解約処理となる。"
after_arrears_reason,after_arrears,未振替の原因,answer,"口座振替が行われなかった主な理由として以下が考えられる。\n①残高不足\n②口座振替の登録未完了\n③口座情報の不備・相違\n④口座が利用できない状態\n⑤金融機関側の事情\n⑥振替依頼書の不備・未返送"
after_speed_internet,after_speed,インターネットの速度が遅い,answer,"通信速度が遅くなる原因は複数考えられる。以下を順に確認する。\n\n■まず試す対策\n・機器の再起動\n・Wi-Fiルーターの設置場所変更\n・Wi-Fiルーターの交換\n・中継器の導入\n\n■端末・機器側の原因\n・スマホやPCのストレージ、メモリ不足\n・OSやソフトウェアが未更新\n・端末やバッテリーの劣化、故障\n・古い機種を使用している\n\n■電波環境の問題\n・電子レンジやBluetooth機器との電波干渉\n・5GHz帯は直進性が高く、壁や床に弱い\n・Wi-Fi電波が届いていない場所で利用している\n\n■設定の問題\n・ルーターやネットワーク機器がループ接続されている\n\n■接続台数\n・同時接続台数が多いと通信速度が低下しやすい"
after_equipment_router,after_equipment,ルーター故障,answer,"当社レンタル品の場合は交換対応。\n\n■対応内容\n・代替機を郵送\n・到着後、既存ルーターと入れ替え\n・故障品は返却袋に入れて着払い返送\n\n※自然故障の場合は無料\n※機器が非常に古い場合は、返却不要としてお客様側で処分してもらうケースもある"
after_phone_breakdown,after_phone,電話の故障,answer,"以下の手順で確認。\n\n①お客様の固定電話にかけてみる\n→通話が繋がらない、無音、または故障ガイダンスが流れた場合は故障の可能性\n\n②電源の確認\n→電源ケーブルが抜けていないか確認し、再接続\n\n③回線の確認\n→故障センター（0120-805-113）に問い合わせ、回線の状態を確認\n\n改善しない場合\n→故障センター職員が訪問する場合がある\n※自然故障でない場合、料金が発生することがある"
after_phone_send,after_phone,光電話で携帯に発信できない,answer,"発信番号にマイラインの設定がされている可能性あり。\n\n■解除手順：\n①電話機の設定メニューを開く\n②「マイライン設定」や「発信設定」を選択\n③「マイラインA/B解除」または「自動設定」に戻す\n\n■それでも解消しない場合：\n１．回線設定の確認 → スリム光電話やルーター設定を見直す\n２．別の電話機で試す → 電話機故障の確認\n３．ソフトウェアのアップデート → 古いバージョンの場合、アップデートで解決することがある\n４．故障センターに問い合わせ → 解決しない場合は、専門スタッフによる点検が必要"
after_internet_connect,after_internet,インターネットが繋がらない,answer,"以下の手順を確認\n\n①ルーターの電源をOFF、ONし再起動を実施\n\n②ランプ状態を確認：\n・電源ランプ消灯 → 電源が入っていないか故障。 → 故障センター（0120-805-113）に連絡\n・PPPランプ：緑 → 正常。Wi-Fiルーターまたは無線LANカードに問題。再起動を実施。\n・PPランプ消灯 → インターネット未接続。再設定が必要。\n・ひかり電話ランプ消灯 → ひかり電話契約がある場合は故障の可能性。 → 故障センター（0120-805-113）に連絡。\n・ACTランプ消灯 → 故障。 → 故障センター（0120-805-113）に連絡。\n・光回線ランプ消灯 → 故障。 → 故障センター（0120-805-113）に連絡。\n\n■参考ページ：[こちら](https://www.ntt-west.co.jp/kiki/support/hgw_lamp/)"
after_internet_lamp,after_internet,HGWのランプ状態,answer,"下記URLを参照。\n西日本：https://flets-w.com/user/support/solve/notconnect/check_03/ \n東日本：https://web113.ntt-east.co.jp/selfcheck/internet/ \n\n＜よくあるランプ状態パターン＞\n①POWERランプ【消灯】\n状態\n・POWER：消灯\n・他ランプ：すべて消灯\n考えられる原因\n・電源ケーブル未接続\n・コンセント抜け\n・電源タップOFF\n・電源アダプタ故障\n解決策\n・電源ケーブル指し直し\n・直接壁コンセントに接続\n・別の電源タップで確認\n・改善しなければ機器故障疑い\n②POWERランプ【点灯】＋他すべて消灯\n状態\n・POWER：点灯\n・回線・通信系：消灯\n考えられる原因\n・ONUとの接続不良\n・ONUが未起動/故障\n・光回線未開通・回線障害\n解決策\n・ONUの電源・ランプ確認\n・ONU～HGW間LANケーブル指し直し\n・ONU→HGWの順で再起動\n・回線障害情報を確認\n③回線ランプ(PON/光)【消灯】\n状態\n・POWER：点灯\n・光回線系：消灯\n考えられる原因\n・光ファイバー抜け・断線\n・ONU側で回線未同期\n・屋外回線障害\n解決策\n・光ケーブル抜き差し（無理に曲げない）\n・ONUランプ確認\n・周辺エリア障害確認\n・NTT故障切り分け\n④回線ランプ【点灯】＋INTERNETランプ【消灯】\n状態\n・光回線：正常\n・INTERNET：消灯\n考えられる原因\n・認証未完了\n・IPv6プラス切替反映持ち\n・契約状態確認\n・数十分待っても改善しなければ設定確認\n解決策\n・HGW再起動\n・IPv6プラス切替反映待ち\n・契約状態確認\n・数十分待っても改善しなければ設定確認\n\nランプ状態確認ページ：[ここから](https://www.ntt-west.co.jp/kiki/support/hgw_lamp/)"
after_my_payment_bank,after_my_payment,口座振替の変更手続き,answer,"口座振替の登録書類を郵送。\n記入後、ポストに投函。\n当社で受理後、翌月から口座振替に変更。"
after_my_payment_credit,after_my_payment,クレジット払いの変更手続き,answer,"クレジットカードの登録URLをSMSまたはPCに送信。\n当社委託サイトでカード情報を登録。\n登録後、翌月からクレジット支払に変更。"
after_my_payment_address,after_my_payment,請求書や明細の送付先変更,answer,"毎月届く請求書や明細などの送付物の宛名・住所変更は電話受付のみ。\n基本は翌月分から反映だが、請求がまだ上がっていなければ当月分から変更可能。\n受付者がスリム管理画面の住所情報を変更する。"
after_invoice_tax,after_invoice,確定申告用の利用明細発行,answer,"可能。\n■手数料：330円（税込）\n■申込後、郵送にてお届け。"
after_invoice_call,after_invoice,通話明細発行,answer,"可能\n発行手数料 550円。"
after_invoice_usage,after_invoice,明細の取得方法,answer,"口座振替・クレジット払いのお客様のみ郵送可能。\n手数料として送料込み165円。\nマイページからも印刷できる。"
after_password_lost,after_password,ID・パスワード紛失,answer,"会員登録証の再発行で対応する。\n\n再発行した会員登録証に\n・マイページID\n・初期パスワード\nが記載される。\n\n郵送での再発行となるため、手元に届くまで数日かかる。"
after_plan_internet_bb,after_plan_internet,スリムBB,answer,"当社独自のインターネットプロバイダーサービス\n\n■プロバイダーとは\nインターネットに接続するためのサービスを提供する事業者のこと(ISPとも呼ばれる)\n\n■月額料金\n1,100円（税込）\n\n■初期費用\n無料\n\n■接続方式\nIPoE、PPPoE\n\n■支払い方法\n請求書払い・口座振替・クレジット支払・ドコモ携帯電話合算の4種類\n\n■契約期間\n2年完走型\n\n■解約金\n2年未満の場合 1,100円\n\n■メールアドレス\n最大3つまで"
after_plan_internet_ip,after_plan_internet,固定IPアドレス,answer,"■固定IPアドレスとは\n常に同じIPアドレスでインターネット接続できるサービスのこと\n\n■特徴\n再接続時やルーター再起動後もIPが変わらないことが特徴\n\n■月額料金\n1,650円(税込)"
after_plan_internet_provider,after_plan_internet,プロバイダー加入の有無,answer,"インターネット利用の場合は必須。\nスリム光はプロバイダー料金込みのため、別途契約は不要。\n※電話のみプランには含まれない。"
after_plan_internet_speed,after_plan_internet,スリム光のインターネット速度,answer,"利用するサービスにより、速度が異なる。\n\n■スリム光クロスタイプ(マンションタイプ)\n・最大10Gbps\n・複数台で同時に大容量データや動画視聴が快適\n\n■スリム光ギガタイプ(マンションタイプ)\n・最大1Gbps\n・一般的な光回線の速度で多く利用されている\n\n■スリム光マンションタイプ by VDSL\n・最大100Mbps\n・電話線を利用したマンション向け回線で、軽いWeb閲覧やメール向け\n\n※表示速度は最大値であり、実際の通信速度は利用環境や時間帯により異なる"
after_plan_phone_callerid,after_plan_phone,ナンバーディスプレイ,answer,"ナンバーディスプレイは、着信時に相手の電話番号を表示するサービス。\n\n■料金\n・月額：440円\n・登録事務手数料：3,300円\n\n■利用開始\n・申込から3営業日後（土日祝除く）\n\n■注意\n・ナンバーディスプレイ対応の電話機が必要"
after_plan_phone_voicewarp,after_plan_phone,転送電話（ボイスワープ）,answer,"転送番号は、かかってきた電話を別の電話番号へ転送できるサービス。\n\n■料金\n・月額：550円\n・登録事務手数料：3,300円\n\n■利用開始\n・申込から3営業日後（土日祝除く）\n\n■注意\n・利用には転送設定が必要\n・設定方法は以下を参照\n[こちらから](https://www.ntt-west.co.jp/denwa/voicewp/)"
after_plan_phone_addnum,after_plan_phone,番号追加,answer,"電話番号は最大5番号まで追加可能。\n\n■料金\n・月額：110円（番号ごと）\n・登録事務手数料：3,300円\n\n■利用開始\n・番号決定後、7営業日後（土日祝除く）\n\n■注意\n\n・複数番号やFAX併用時は「なり分け設定」が必要になる場合がある\n・なり分け：月額1,100円"
after_plan_phone_callwaiting,after_plan_phone,キャッチホン,answer,"キャッチホンは、通話中に別の着信を受けられるサービス。\n\n■料金\n・月額：330円\n・登録事務手数料：3,300円\n\n■利用開始\n・申込から3営業日後（土日祝除く）\n\n■注意\n・特別な設定は不要\n・電話機側がキャッチホン対応している必要がある"
after_plan_phone_numbers,after_plan_phone,電話番号を複数所持,answer,"電話回線、電話番号を複数利用することは可能。\n\n■追加オプション\n・番号追加：110円（税込）\n・複数チャンネルオプション：220円（税込）\n\n■手数料\n・事務手数料：3,300円（税込）\n\n■必要機器\n・ビジネスホンが必要"
after_plan_phone_nuisance,after_plan_phone,迷惑電話拒否サービス,answer,"迷惑電話登録機能には、電話機側と回線側の2つのパターンがある。\n\n■電話機側\n・着信時に電話機から操作し、同じ番号からの着信を拒否できる。\n・無料で利用可能。ただし、ナンバーディスプレイ（440円税込）が必要。\n\n■回線側\n・ひかり電話番号毎または回線単位での登録が可能。\n・最大30個の番号を拒否登録できる。\n・月額 220円（税込）および事務手数料 3,300円（税込）が必要。\n・迷惑電話登録機能が装備された電話機を利用していれば、無料で利用可能（ナンバーディスプレイが必要）。"
after_plan_phone_telegram,after_plan_phone,電報の使用可否,answer,"ひかり電話から電報を送ることができる。\n■手順\n①「115」にダイヤル\n②電話番号と名前を伝える\n③オペレーターの質問に答え、電報の種類・お届け日・メッセージを伝える\n電報料金は、使用した電話番号の料金と一緒に支払い"
after_tv_noantenna,after_tv,アンテナ不使用でテレビ利用,answer,"スリムテレビの提供が可能。\n\n■サービス概要\n・NTT東西のフレッツテレビと同等\n・地デジ・BSが視聴可能\n・月額料金：990円（税込）\n\n■チャンネル情報\n・視聴可能チャンネルは地域により異なる\nNTT西日本：[こちら](https://flets-w.com/opt/ftv/terms/channel.html)\nNTT東日本：[こちら](https://flets.com/ftv/channel.html)\n\n■利用条件\n・提供エリア内であること\n・対応ルーター、テレビ配線が必要\n\n■オプション\n・スカパー！視聴可能\n基本料：429円＋選択チャンネル視聴料"
after_business_phonequantity,after_business,電話3台以上,answer,"同時に3台以上の電話機を利用する場合は、ビジネスホンを検討する。\n\n・電話機の台数によって料金は変わらない\n・番号数や回線数によって料金が変動する"
after_business_phone,after_business,ビジネスホン,answer,"取り扱いあり。\nビジネスホンは、オフィスでの円滑なコミュニケーションに必須のツール。\n\n■特徴\n・角度可変スタンド\n・クラウドサービス対応（らくらくGuidance）\n・誰カラー着信で着信者識別\n・ナンバーディスプレイ対応"
after_business_printer,after_business,複合機,answer,"取り扱いあり。\nコピー、スキャン、プリントに加えて、FAXや無線LAN対応モデルもある。\n\n■特徴\n・高解像度出力\n・無線LAN対応で設置場所に柔軟\n・豊富なセキュリティ対策\n・使いやすい画面操作"
after_business_camera,after_business,防犯カメラ,answer,"取り扱いあり。\n屋外用、屋内用、パンチルト対応など様々な種類があり、セット価格で提供。\n\n■主な用途\n・店舗防犯：侵入を未然に防ぐ\n・遠隔監視：外出先からでも監視可能\n・業務効率化：人員配置や作業効率化に貢献\n・サービス向上：顧客行動の分析に活用"
after_security_introduction,after_security,セキュリティ導入,answer,"利用用途に応じて選択する。\n\n■アンチウイルスソフト\n・PCやスマホなど端末単位で導入\n・ウイルス検知、隔離、駆除を実施\n・利用台数分の契約が必要\n\n■UTM\n・ネットワーク全体を保護\n・不正通信や不要サイトを遮断\n・複数機能を一元管理できる\n\n■補足\n・キングソフトセキュリティ、ゼロセキュリティをスマホ・PC含め最大5台まで無料提供するサービスもある"
after_change_nonet,after_change,インターネット解約して電話のみ,answer,"インターネットの廃止日を決定後、手続きを進める。\n工事は不要で、既存の設備をそのまま利用可能。\nプラン変更に伴い、事務手数料4,400円（税込）がかかる。\n\n■提供サービス\n・スリムひかり電話ネクスト\n・スリムひかり電話ネクストA\n\n■月額料金（税込）\n・スリムひかり電話ネクスト：2,750円\n・スリムひかり電話ネクストA：3,850円\n\nネクストAには以下のオプションが含まれる\n(ナンバーディスプレイ、ボイスワープ、キャッチホン、迷惑電話お断りサービス、ナンバーリクエスト、着信お知らせメール)\n\n■契約条件\n・契約期間：2年\n・満了月以外の解約：解約金2,200円"
after_change_nophone,after_change,電話解約してインターネットのみ,answer,"電話サービスを解約してインターネットのみになる場合、利用中のルーター構成や接続方式によって設定変更や再設定が必要になる。\nHGW構成から市販ルーター構成に変わるケースもある。\nプラン変更に伴い、事務手数料 3,300円がかかる。"
after_change_wifi,after_change,電話のみからWi-Fi追加,answer,"スリム光またはスリム光クロスへのプラン変更が必要。\n\n■手続き\n・NTTからHGW、当社からWi-Fiルーターが届いた後、インターネット設定を実施しWi-Fi接続。\n・V6プラスの場合はインターネット設定不要。\n\n■料金（税込）\n・ひかり電話ネクスト：2,750円（通常料金）、550円（ネットセット料金）\n・ひかり電話ネクストA：3,850円（通常料金）、1,650円（ネットセット料金）\n・クロスタイプ：6,050円（プロバイダー料金込み）\n・ギガタイプF：5,280円（プロバイダー料金込み）\n・ギガタイプM：3,850円（プロバイダー料金込み）\n\n■特徴\n・Wi-Fiルータープレゼント\n・回線工事不要\n・初期費用無料（事務手数料 4,400円など）\n・Wi-Fiでネット使い放題\n\n■キャンペーン\n・1年間 1,000円引き（電話＋インターネット料金から）"
setting_pppoe_what,setting_pppoe,PPPoEとは,answer,"PPPoEはインターネット接続方式の一つ。\n主にADSLや光回線で使用され、IDとパスワードで認証して接続。\n特徴：\n・接続時にID・パスワード認証が必要\n・接続に時間がかかる場合がある\n・安定した接続が求められる場合に適している\n\n類似の接続方式にIPoEがあるが、IPoEはID・パスワード無しで接続可能で、より高速。"
setting_ipv6_ex,setting_ipv6,IPv6とは,answer,"IPv6とは、インターネットプロトコルの第6版で、IPv4に続く次世代の通信規格。\n\n■IPv6の特徴\n・IPアドレスが128ビットで、約340澗(かん)個のアドレスを利用可能\n・IPv4（約43憶個）に比べ、圧倒的に多くの端末を接続できる\n・IPoE方式を利用することで、回線混雑を避けやすい\n・IPv4に比べ、通信速度が向上する場合がある\n・IPSecが標準搭載されており、セキュリティが強化されている"
setting_ipv6_2,setting_ipv6,V6プラス利用,answer,"■NTTルーター(HGW)タイプ\n１．HGW利用か確認\n２．当社よりV6プラス利用の信号を送信\n３．1～2日で変更可能\n４．必要に応じて再起動案内\n※お客様側での操作は不要\n\n■Wi-Fiルータータイプ\n１．Wi-Fiルーター利用か確認\n２．当社よりV6プラス利用の信号を送信\n３．ルーター管理画面にログイン\n４．接続方式をPPPoEからIPv6に変更\n５．V6プラスを有効化→設定保存\n６．ルーター再起動"
setting_ipv6_3,setting_ipv6,V6プラス切断,answer,"■NTTルーター(HGW)タイプ\n当社からV6プラス利用の信号を切断後、翌日から利用不可。\n※お客様側での操作は不要\n\n■Wi-Fiルータータイプ\n当社からV6プラス利用の信号を切断後、翌日から利用不可。\n・TP-Link：管理画面から接続方式を切替\n・NEC：本体側面の切替スイッチで変更"
setting_wifi_frequency,setting_wifi,Wi-Fiの周波数について,answer,"周波数ごとに特徴が異なる。\n\n■2.4GHz\n・通信距離が長い\n・壁や床などの障害物に強い\n・遠い部屋や階が違う場合に向いている\n\n■5GHz\n・通信距離は短い\n・障害物に弱い\n・ルーターの近くで利用する場合に向いている"
setting_wifi_wpa,setting_wifi,Wi-Fiセキュリティ規格の説明,answer,"Wi‑Fiには通信を保護するための“セキュリティ規格”があり、代表的なものにWEP、WPA、WPA2、WPA3がある。\nその中でWPAとは、Wi-Fiの通信を暗号化し、第三者の盗聴や不正接続を防ぐ規格。\nパスワードを知っている端末だけが接続可能。\n\n■WPAの種類\n- WPA（初期規格）\n・WEPの弱点を補うために登場、現在は非推奨\n- WPA2（現在も主流）\n・AES暗号方式採用、家庭用・法人用とも安全\n- WPA3（最新規格）\n・より強固な暗号方式\n・推測されやすいパスワードでも攻撃に強い\n・公衆Wi-Fiでも通信内容を保護\n\n■WPA3のメリット\n- WPA2で問題となった攻撃手法に耐性\n- パスワード総当たり攻撃に強い\n- 設定自動化でミスを防止"
setting_provider_passlost,setting_provider,プロバイダーのパスワード紛失,answer,"パスワード再発行を行う。\n再発行書類は郵送となり、到着まで数日かかる。"
setting_phone_warp,setting_phone,転送電話（ボイスワープの設定方法）,answer,"主に2つの転送方法がある。\n\n■無条件転送\n・全ての着信を指定した転送先に転送\n・出張や会議中に便利\n\n■無応答時転送\n・電話に出なかった場合に転送\n・忙しいときや不在時に便利\n\n■設定手順\n①転送先電話番号を登録\n→ 142 → ガイダンス → 2 → ガイダンス → 転送先電話番号 → ガイダンス → 完了\n②呼び出し回数を設定\n→ 142 → ガイダンス → 3 → ガイダンス → 呼び出し回数(0〜9) → ガイダンス → 完了\n③転送方法を選択\n→ 無条件転送：142 → ガイダンス → 1 → 1\n→ 無応答転送：142 → ガイダンス → 1 → 2\n④転送停止\n→ 142 → ガイダンス → 0 → 完了\n\n■詳細設定・設定方法：[こちら](https://www.ntt-west.co.jp/denwa/voicewp/)"
setting_phone_1,setting_phone,ひかり電話のナンバーディスプレイの表示非表示設定,answer,"【ひかり電話のナンバーディスプレイの表示・非表示設定】\n\n■表示ON（相手の電話番号を表示）\n・着信時に相手の電話番号を電話機画面に表示\n・誰からの着信か確認したい場合に便利\n\n■表示OFF（相手の電話番号を非表示）\n・電話番号を表示せず通常着信\n・表示不要な場合や設定変更時に利用\n\n■設定手順\n①受話器を上げる\n→ 設定したい電話機ポート（電話機① / 電話機②）から操作開始\n\n②ナンバーディスプレイをONにする\n→ 電話機ポート①：***991*91*1##\n→ 電話機ポート②：***992*91*1##\n\n③ナンバーディスプレイをOFFにする\n→ 電話機ポート①：***991*91*2##\n→ 電話機ポート②：***992*91*2##\n\n④ガイダンスが流れたら受話器を置いて完了\n\n■ポイント\n・「1」＝表示ON\n・「2」＝表示OFF\n・設定はポートごとに個別設定\n\n■詳細設定・設定方法：[こちら](https://www.ntt-west.co.jp/kiki/download/flets/pr500ki/PR-500KI_detail/guide/6-i/m06_m57.html)"
setting_phone_2,setting_phone,ひかり電話の鳴り分けを設定,answer,"【ひかり電話の鳴り分け設定】\n\n■通常番号の鳴り分け\n・通常の電話番号ごとに着信先を分ける\n・電話機① / 電話機② を使い分けたい場合に便利\n\n■FAX番号の鳴り分け\n・追加番号やFAX番号を別ポートへ着信設定\n・電話とFAXを分けたい場合に便利\n\n■設定手順\n①受話器を上げる\n\n②電話番号（通常番号）の設定\n【ポート①】\n→ ***991*00*(ご自宅の電話番号)##\n\n【ポート②】\n→ ***992*00*(ご自宅の電話番号)##\n\n③FAX番号の設定\n【ポート①】\n→ ***991*94*(ご自宅の電話番号)##\n\n【ポート②】\n→ ***992*94*(ご自宅の電話番号)##\n\n④ガイダンスが流れたら受話器を置いて完了\n\n■ポイント\n・「00」＝通常番号設定\n・「94」＝FAX番号設定\n・電話機① / 電話機② ごとに設定可能\n・電話とFAXを別々に管理しやすい\n\n■おすすめ利用例\n・電話機①：通常電話\n・電話機②：FAX専用\n\n■詳細設定・設定方法：[こちら](https://faq.web113.ntt-east.co.jp/%E3%81%94%E8%87%AA%E5%AE%85%E3%81%AE%E9%9B%BB%E8%A9%B1%E6%A9%9F%E3%82%92%E4%BD%BF%E3%81%A3%E3%81%A6%E3%81%B2%E3%81%8B%E3%82%8A%E9%9B%BB%E8%A9%B1%E3%81%AE%E9%B3%B4%E3%82%8A%E5%88%86%E3%81%91%E3%82%92%E8%A8%AD%E5%AE%9A%E3%82%92%E3%81%99%E3%82%8B-6889aea9826ffbf60579260b)"
setting_phone_3,setting_phone,ひかり電話のHGWの「割込音通知」設定,answer,"【ひかり電話のHGW「割込音通知」設定（キャッチホン通知）】\n\n■有効化（ON）\n・通話中に別着信があった際、割込音を通知\n・キャッチホン利用時に便利\n\n■停止（OFF）\n・通話中の割込音通知を停止\n・通知音を鳴らしたくない場合に便利\n\n■設定手順\n①受話器を上げる\n\n②割込音通知をONにする\n→ 電話機ポート①：**99193*1##\n→ 電話機ポート②：**99293*1##\n\n③割込音通知をOFFにする\n→ 電話機ポート①：**99193*2##\n→ 電話機ポート②：**99293*2##\n\n④ガイダンスが流れたら受話器を置いて完了\n\n■ポイント\n・「1」＝ON\n・「2」＝OFF\n・本設定はHGWの割込音通知のみ変更\n・キャッチホン契約自体の有無は変わらない\n\n■注意\n・キャッチホン契約済みの場合のみ利用可能\n・電話機ごとに設定可能\n\n■詳細設定・設定方法：[こちら](https://www.ntt-west.co.jp/kiki/download/flets/pr500ki/PR-500KI_detail/guide/6-i/m06_m57.html)"
setting_email_1,setting_email,メール設定案内,answer,"設定を遠隔又は口頭で案内。\n\n■ 設定方法ページURL\n・Outlook：[こちら](https://support.microsoft.com/ja-jp/office/outlook-for-windows-%E3%81%AB%E3%83%A1%E3%83%BC%E3%83%AB-%E3%82%A2%E3%82%AB%E3%82%A6%E3%83%B3%E3%83%88%E3%82%92%E8%BF%BD%E5%8A%A0%E3%81%99%E3%82%8B-6e27792a-9267-4aa4-8bb6-c84ef146101b)\n・Gmail：[こちら](https://support.google.com/mail/answer/56256?hl=ja)\n・Thunderbird：[こちら](https://www.wikihow.jp/mozilla-thunderbird%E3%82%92%E3%82%BB%E3%83%83%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%81%99%E3%82%8B)\n・Mac標準メール：[こちら](https://support.apple.com/ja-jp/guide/mail/mlhl5094a9f2/16.0/mac/26)\n・iPhone / iPad：[こちら](https://support.apple.com/ja-jp/102619)\n・Android：[こちら](https://support.google.com/mail/answer/6078445?hl=ja)"
setting_device_wifi,setting_device,端末を買い替えた場合のWi-Fi設定,answer,"回線側の設定は不要。新しい端末でWi-Fiネットワークを再設定するだけでよい。\n\n■PC（Windows）\n・タスクバーのネットワークアイコンから接続するWi-Fiを選び、パスワードを入力。\n参考URL(Microsoft)：[こちら](https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263)\n\n■Android\n・設定→ネットワークとインターネット→利用するWi-Fiを選択し、パスワードを入力。\n参考URL(Google)：[こちら](https://support.google.com/android/answer/9075847?hl=ja)\n\n■iPhone / iPad\n・設定→Wi-Fi→ネットワークを選び、パスワードを入力。\n参考URL(Apple)：[こちら](https://support.apple.com/ja-jp/111107)"
setting_trouble_speed_internet,setting_trouble_speed,インターネットの速度が遅い,answer,"通信速度が遅くなる原因は複数考えられる。以下を順に確認する。\n\n■まず試す対策\n・機器の再起動\n・Wi-Fiルーターの設置場所変更\n・Wi-Fiルーターの交換\n・中継器の導入\n\n■端末・機器側の原因\n・スマホやPCのストレージ、メモリ不足\n・OSやソフトウェアが未更新\n・端末やバッテリーの劣化、故障\n・古い機種を使用している\n\n■電波環境の問題\n・電子レンジやBluetooth機器との電波干渉\n・5GHz帯は直進性が高く、壁や床に弱い\n・Wi-Fi電波が届いていない場所で利用している\n\n■設定の問題\n・ルーターやネットワーク機器がループ接続されている\n\n■接続台数\n・同時接続台数が多いと通信速度が低下しやすい"
setting_trouble_equipment_router,setting_trouble_equipment,ルーター故障,answer,"当社レンタル品の場合は交換対応。\n\n■対応内容\n・代替機を郵送\n・到着後、既存ルーターと入れ替え\n・故障品は返却袋に入れて着払い返送\n\n※自然故障の場合は無料\n※機器が非常に古い場合は、返却不要としてお客様側で処分してもらうケースもある"
setting_trouble_phone_breakdown,setting_trouble_phone,電話の故障,answer,"以下の手順で確認。\n\n①お客様の固定電話にかけてみる\n→通話が繋がらない、無音、または故障ガイダンスが流れた場合は故障の可能性\n\n②電源の確認\n→電源ケーブルが抜けていないか確認し、再接続\n\n③回線の確認\n→故障センター（0120-805-113）に問い合わせ、回線の状態を確認\n\n改善しない場合\n→故障センター職員が訪問する場合がある\n※自然故障でない場合、料金が発生することがある"
setting_trouble_phone_send,setting_trouble_phone,光電話で携帯に発信できない,answer,"発信番号にマイラインの設定がされている可能性あり。\n\n■解除手順：\n①電話機の設定メニューを開く\n②「マイライン設定」や「発信設定」を選択\n③「マイラインA/B解除」または「自動設定」に戻す\n\n■それでも解消しない場合：\n１．回線設定の確認 → スリム光電話やルーター設定を見直す\n２．別の電話機で試す → 電話機故障の確認\n３．ソフトウェアのアップデート → 古いバージョンの場合、アップデートで解決することがある\n４．故障センターに問い合わせ → 解決しない場合は、専門スタッフによる点検が必要"
setting_trouble_internet_connect,setting_trouble_internet,インターネットが繋がらない,answer,"以下の手順を確認\n\n①ルーターの電源をOFF、ONし再起動を実施\n\n②ランプ状態を確認：\n・電源ランプ消灯 → 電源が入っていないか故障。 → 故障センター（0120-805-113）に連絡\n・PPPランプ：緑 → 正常。Wi-Fiルーターまたは無線LANカードに問題。再起動を実施。\n・PPランプ消灯 → インターネット未接続。再設定が必要。\n・ひかり電話ランプ消灯 → ひかり電話契約がある場合は故障の可能性。 → 故障センター（0120-805-113）に連絡。\n・ACTランプ消灯 → 故障。 → 故障センター（0120-805-113）に連絡。\n・光回線ランプ消灯 → 故障。 → 故障センター（0120-805-113）に連絡。\n\n■参考ページ：[こちら](https://www.ntt-west.co.jp/kiki/support/hgw_lamp/)"
